Unnamed: 0	id	title	author	department	year	pages	FORREVIEW	tokenized_title
872	873	ความสัมพันธ์ระหว่างประเทศ 	จรีภรณ์ วัฒนวรางศิกูร 	คณะรัฐศาสตร์ 	2533	113	0	['ความ', 'สัมพันธ์', 'ระหว่างประเทศ', ' ']
873	874	ค่าพรีเมียมในการซื้อขายเงินตราต่างประเทศล่วงหน้า (Forward premium) ในประเทศไทย 	ลลิตพันธุ์ พิริยะพันธุ์ 	คณะเศรษฐศาสตร์ 	2536	110	0	['ค่า', 'พรีเมียม', 'ใน', 'การ', 'ซื้อขาย', 'เงินตรา', 'ต่าง', 'ประเทศ', 'ล่วงหน้า', ' ', '(', 'Forward', ' ', 'premium', ')', ' ', 'ใน', 'ประเทศไทย', ' ']
874	875	การทดสอบผลการลดค่าเงินตราตามแบบจำลองของเทเลอร์ (Taylor) 	สุชาติ สินรัตน์ 	คณะเศรษฐศาสตร์ 	2531	148	0	['การ', 'ทดสอบ', 'ผล', 'การ', 'ลด', 'ค่า', 'เงินตรา', 'ตาม', 'แบบ', 'จำลอง', 'ของ', 'เทเลอร์', ' ', '(', 'Taylor', ')', ' ']
875	876	สิทธิของผู้ขายที่มีต่อธนาคารและผู้ซื้อในกรณีการซื้อขายระหว่างประเทศ เมื่อธนาคารไม่ชำระหนี้ตามเลเตอร์ออฟเครดิต 	อรจิรา ตั้งวงศ์ยอดยิ่ง 	คณะนิติศาสตร์ 	2534	290	0	['สิทธิ', 'ของ', 'ผู้', 'ขาย', 'ที่', 'มี', 'ต่อ', 'ธนาคาร', 'และ', 'ผู้', 'ซื้อ', 'ใน', 'กรณี', 'การ', 'ซื้อขาย', 'ระหว่าง', 'ประเทศ', ' ', 'เมื่อ', 'ธนาคาร', 'ไม่', 'ชำระ', 'หนี้', 'ตาม', 'เลเตอร์', 'ออฟเครดิต', ' ']
876	877	การซื้อขายหลักทรัพย์ในตลาดเปิด (Open market operations) ในประเทศไทย 	สุกรี นิติธรรมมาศ 	คณะเศรษฐศาสตร์ 	2536	127	0	['การ', 'ซื้อขาย', 'หลักทรัพย์', 'ใน', 'ตลาด', 'เปิด', ' ', '(', 'Open', ' ', 'market', ' ', 'operations', ')', ' ', 'ใน', 'ประเทศไทย', ' ']
877	878	บทบาทของธนาคารแห่งประเทศไทยในนโยบายการพัฒนาสถาบันการเงิน ไปสู่ระบบธนาคารอเนกประสงค์ 	ประสิทธิ์ รัตนวารินทร์ชัย 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2534	91	0	['บทบาท', 'ของ', 'ธนาคารแห่งประเทศไทย', 'ใน', 'นโยบาย', 'การ', 'พัฒนา', 'สถาบัน', 'การ', 'เงิน', ' ', 'ไป', 'สู่', 'ระบบ', 'ธนาคาร', 'อเนกประสงค์', ' ']
878	879	การประหยัดจากขนาด (Economies of scale) 	จุฬารัตน์ ด่านวัฒนชัย 	คณะเศรษฐศาสตร์ 	2533	101	0	['การ', 'ประหยัด', 'จาก', 'ขนาด', ' ', '(', 'Economies', ' ', 'of', ' ', 'scale', ')', ' ']
879	880	ปัญหาและอุปสรรคในการปฏิบัติงานของพนักงานสินเชื่อ ธนาคารเพื่อการเกษตรและสหกรณ์การเกษตร 	เสรี บุรีเทพ 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2535	154	0	['ปัญหา', 'และ', 'อุปสรรค', 'ใน', 'การ', 'ปฏิบัติ', 'งาน', 'ของ', 'พนักงาน', 'สินเชื่อ', ' ', 'ธนาคารเพื่อการเกษตรและสหกรณ์การเกษตร', ' ']
880	881	ความพึงพอใจในการปฎิบัติงานของพนักงานธนาคารเพื่อการเกษตรและสหกรณ์การเกษตร 	สมหมาย ลีนะกนิษฐ์ 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2534	73	0	['ความ', 'พึงพอใจ', 'ใน', 'การ', 'ปฎิบัติ', 'งาน', 'ของ', 'พนักงาน', 'ธนาคารเพื่อการเกษตรและสหกรณ์การเกษตร', ' ']
881	882	ความพึงพอใจของเกษตรกรลูกค้าธนาคารเพื่อการเกษตรและสหกรณ์การเกษตร(ธ.ก.ส.) ที่มีต่อการดำเนินงานสินเชื่อในรูปวัสดุอุปกรณ์การเกษตร 	วีระศักดิ์ ศิริกุล 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2533	101	0	['ความ', 'พึงพอใจ', 'ของ', 'เกษตรกร', 'ลูกค้า', 'ธนาคารเพื่อการเกษตรและสหกรณ์การเกษตร', '(', 'ธ.ก.ส.', ')', ' ', 'ที่', 'มี', 'ต่อ', 'การ', 'ดำเนิน', 'งาน', 'สินเชื่อ', 'ใน', 'รูป', 'วัสดุ', 'อุปกรณ์', 'การ', 'เกษตร', ' ']
882	883	กองทุนเพื่อการฟื้นฟูและพัฒนาระบบสถาบันการเงิน 	พนิดา รัตนะวรรธนะ 	คณะนิติศาสตร์ 	2534	199	0	['กองทุนเพื่อ', 'การ', 'ฟื้นฟู', 'และ', 'พัฒนา', 'ระบบ', 'สถาบันการ', 'เงิน', ' ']
883	884	Interest rate swaps [อินเทอร์เร็สต์ เรต สวอพส์] 	สุรชัย บูรณจารุกร 	คณะเศรษฐศาสตร์ 	2536	102	0	['Interest', ' ', 'rate', ' ', 'swaps', ' ', '[', 'อินเทอร์เร็สต์', ' ', 'เรต สวอพส์', ']', ' ']
884	885	ผลกระทบของการชดเชยงบประมาณขาดดุลต่อการจัดสินทรัพย์ของธนาคารพาณิชย์ 	พูลพัฒน์ ศรีเปล่ง 	คณะเศรษฐศาสตร์ 	2534	91	0	['ผล', 'กระทบ', 'ของ', 'การ', 'ชดเชย', 'งบ', 'ประมาณ', 'ขาด', 'ดุล', 'ต่อ', 'การ', 'จัด', 'สิน', 'ทรัพย์', 'ของ', 'ธนาคาร', 'พาณิชย์', ' ']
885	886	การลงทุนด้านทรัพยากรมนุษย์ในกิจการธนาคารพาณิชย์ไทย 	จิตต์ภิญญา จันทรอุไร 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2534	95	0	['การ', 'ลง', 'ทุน', 'ด้าน', 'ทรัพยากร', 'มนุษย์', 'ใน', 'กิจการ', 'ธนาคาร', 'พาณิชย์', 'ไทย', ' ']
886	887	การทดสอบกฎนโยบายการเงิน 	สุริยะ วัฒนลี 	คณะเศรษฐศาสตร์ 	2536	105	0	['การ', 'ทดสอบ', 'กฎ', 'นโยบาย', 'การ', 'เงิน', ' ']
887	888	ความสัมพันธ์ระหว่างประมาณเงินและรายได้ 	กฤษฎา เสกตระกูล 	คณะเศรษฐศาสตร์ 	2534	159	0	['ความ', 'สัมพันธ์', 'ระหว่าง', 'ประมาณ', 'เงิน', 'และ', 'ราย', 'ได้', ' ']
888	889	ความสัมพันธ์ระหว่างการพัฒนาทางการเงินกับการเติบโตทางเศรษฐกิจและผลต่อความเหลื่อมล้ำทางการเงินของประเทศไทย 	วิไลลักษณ์ โชติภาภรณ์ 	คณะเศรษฐศาสตร์ 	2536	170	0	['ความ', 'สัมพันธ์', 'ระหว่าง', 'การ', 'พัฒนา', 'ทาง', 'การ', 'เงิน', 'กับ', 'การ', 'เติบโต', 'ทาง', 'เศรษฐกิจ', 'และ', 'ผล', 'ต่อ', 'ความ', 'เหลื่อมล้ำ', 'ทาง', 'การ', 'เงิน', 'ของ', 'ประเทศไทย', ' ']
889	890	นิตยสารกับการใช้ภาพโฆษณา 	ปัจจยา วุฒิประสิทธิ์ 	คณะวารสารศาสตร์และสื่อสารมวลชน 	2534	204	0	['นิตยสาร', 'กับ', 'การ', 'ใช้', 'ภาพ', 'โฆษณา', ' ']
890	891	ต้นทุนมาตรฐานของธนาคารพาณิชย์ (Standard cost processing of commercial banks)	ณรงค์ รักฝึกฝน 	คณะพาณิชยศาสตร์และการบัญชี 	2518	222	0	['ต้นทุน', 'มาตรฐาน', 'ของ', 'ธนาคาร', 'พาณิชย์', ' ', '(', 'Standard', ' ', 'cost', ' ', 'processing', ' ', 'of', ' ', 'commercial', ' ', 'banks', ')']
891	892	ปัญหาการลาออกจากงานของบุคคลากรในองค์กร 	สุชาติ วัชรโยธิน 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2535	119	0	['ปัญหา', 'การ', 'ลา', 'ออก', 'จาก', 'งาน', 'ของ', 'บุคคลากร', 'ใน', 'องค์กร', ' ']
892	893	ปัญหาการลาออกจากงานของบุคคลากรในองค์การ 	ชุมพล เวสสบุตร 	สาขาการบริหารรัฐกิจ คณะรัฐศาสตร์ 	2535	103	0	['ปัญหา', 'การ', 'ลา', 'ออก', 'จาก', 'งาน', 'ของ', 'บุคคลากร', 'ใน', 'องค์การ', ' ']
893	894	ปัจจัยที่มีผลต่อความตั้งใจที่จะออกจากองค์การ 	เกริกเกียรติ ศรีเสริมโภค 	คณะสังคมวิทยาและมนุษย์วิทยา	2533	189	0	['ปัจจัย', 'ที่', 'มี', 'ผล', 'ต่อ', 'ความ', 'ตั้งใจ', 'ที่', 'จะ', 'ออก', 'จาก', 'องค์การ', ' ']
894	895	ปัจจัยที่มีอิทธิพลต่อการลาออกของพนักงานการไฟฟ้าส่วนภูมิภาค 	กิติพงษ์ มหารัตนวงศ์ 	สาขาสถิติประยุกต์ คณะวิทยาศาสตร์และเทคโนโลยี 	[2534?]	115	0	['ปัจจัย', 'ที่', 'มี', 'อิทธิพล', 'ต่อ', 'การ', 'ลา', 'ออก', 'ของ', 'พนักงาน', 'การไฟฟ้าส่วนภูมิภาค', ' ']
895	896	การโยกย้ายตำแหน่งของลูกจ้างในลักษณะที่เป็นการเปลี่ยนแปลงสภาพการจ้างในสาระสำคัญ 	วิภาดา สามะสุทธิ 	คณะนิติศาสตร์ 	2534	120	0	['การ', 'โยกย้าย', 'ตำแหน่ง', 'ของ', 'ลูกจ้าง', 'ใน', 'ลักษณะ', 'ที่', 'เป็น', 'การ', 'เปลี่ยนแปลง', 'สภาพ', 'การ', 'จ้าง', 'ใน', 'สาระ', 'สำคัญ', ' ']
896	897	การฝึกอบรมเพื่อพัฒนาองค์การ 	อุทุมพร ศรีสรฉัตร์ 	คณะสังคมสงเคราะห์ศาสตร์ 	2533	112	0	['การ', 'ฝึกอบรม', 'เพื่อ', 'พัฒนา', 'องค์การ', ' ']
897	898	การประเมินผลการอบรมคนหางานก่อนเดินทางไปทำงานในต่างประเทศของกรมแรงงาน กระทรวงมหาดไทย 	เจริญศรี มงคลวิบูลย์ 	คณะสังคมสงเคราะห์ศาสตร์ 	2534	162	0	['การ', 'ประเมิน', 'ผล', 'การ', 'อบรม', 'คนหา', 'งาน', 'ก่อน', 'เดินทาง', 'ไป', 'ทำ', 'งาน', 'ใน', 'ต่าง', 'ประเทศ', 'ของ', 'กรมแรงงาน', ' ', 'กระทรวงมหาดไทย', ' ']
898	899	ปัจจัยที่ส่งผลต่อการรับรู้และการยอมรับการประเมินผล การปฏิบัติงานของพนักงาน 	มานพ ชูนิล 	สาชาจิตวิทยาอุตสาหกรรมและองค์การ คณะศิลปศาสตร์ 	2536	149	0	['ปัจจัย', 'ที่', 'ส่ง', 'ผล', 'ต่อ', 'การ', 'รับ', 'รู้', 'และ', 'การ', 'ยอม', 'รับ', 'การ', 'ประเมิน', 'ผล', ' ', 'การ', 'ปฏิบัติ', 'งาน', 'ของ', 'พนักงาน', ' ']
899	900	การสูญเสียบุคลากรในองค์การอาสาสมัครเอกชน 	เกศรัตน์ สุขเกษม 	คณะรัฐศาสตร์ 	2533	87	0	['การ', 'สูญเสีย', 'บุคลากร', 'ใน', 'องค์การ', 'อาสาสมัคร', 'เอกชน', ' ']
900	901	การศึกษาการประเมินผลการปฏิบัติงานของพนักงานรัฐวิสาหกิจ 	อลงกรณ์ มีสุทธา 	คณะรัฐศาสตร์ 	2532	190	0	['การ', 'ศึกษา', 'การ', 'ประเมิน', 'ผล', 'การ', 'ปฏิบัติ', 'งาน', 'ของ', 'พนักงาน', 'รัฐวิสาหกิจ', ' ']
901	902	หัวหน้างานกับความพึงพอใจในการทำงานและสัมฤทธิ์ผลของงาน 	ชาญณรงค์ หาญอมรเศรษฐ์ 	คณะรัฐศาสตร์ 	2533	137	0	['หัวหน้า', 'งาน', 'กับ', 'ความ', 'พึงพอใจ', 'ใน', 'การ', 'ทำ', 'งาน', 'และ', 'สัมฤทธิ์', 'ผล', 'ของ', 'งาน', ' ']
902	903	วุฒิภาวะและความพึงพอใจในงานกับผลิตภาพ 	กฤตินี มณีสุวรรณ 	คณะสังคมสงเคราะห์ศาสตร์ 	2531	149	0	['วุฒิภาวะ', 'และ', 'ความ', 'พึงพอใจ', 'ใน', 'งาน', 'กับ', 'ผลิต', 'ภาพ', ' ']
903	904	ปัจจัยที่มีผลกระทบต่อขวัญในการปฏิบัติงาน 	สุรชาติ กิ่มมณี 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2534	120	0	['ปัจจัย', 'ที่', 'มี', 'ผล', 'กระทบ', 'ต่อ', 'ขวัญ', 'ใน', 'การ', 'ปฏิบัติ', 'งาน', ' ']
904	905	ความผูกพันต่อองค์การ 	ธีระ วีรธรรมสาธิต 	คณะรัฐศาสตร์ 	2532	182	0	['ความ', 'ผูกพัน', 'ต่อ', 'องค์การ', ' ']
905	906	ปัญหาความขัดแย้งทางการค้าระหว่างไทยและสหรัฐอเมริกา (ปี2528-2533) 	ชัยรัตน์ ศิริวัฒน์ 	คณะรัฐศาสตร์ 	2533	289	0	['ปัญหา', 'ความ', 'ขัดแย้ง', 'ทาง', 'การ', 'ค้า', 'ระหว่าง', 'ไทย', 'และ', 'สหรัฐอเมริกา', ' ', '(', 'ปี', '2528', '-', '2533', ')', ' ']
906	907	การวิเคราะห์ภาวะราคาและอุปสงค์ต่อสินค้านำเข้าของประเทศไทย 	วีระศักดิ์ ฉินทกานันท์ 	คณะเศรษฐศาสตร์ 	2534	233	0	['การ', 'วิเคราะห์', 'ภาวะ', 'ราคา', 'และ', 'อุปสงค์', 'ต่อสินค้า', 'นำ', 'เข้า', 'ของ', 'ประเทศไทย', ' ']
907	908	ปัญหาความสัมพันธ์ระหว่างสหรัฐอเมริกากับประเทศไทย 	ธีรัจฉรี ณ ป้อมเพ็ชร์ 	คณะรัฐศาสตร์ 	2531	103	0	['ปัญหา', 'ความ', 'สัมพันธ์', 'ระหว่าง', 'สหรัฐอเมริกา', 'กับ', 'ประเทศไทย', ' ']
908	909	กลุ่มผลประโยชน์ทางเศรษฐกิจไทย 	สุชาติ ศรียารัณย 	สาขาการปกครอง คณะรัฐศาสตร์ 	2536	138	0	['กลุ่ม', 'ผล', 'ประโยชน์', 'ทาง', 'เศรษฐกิจ', 'ไทย', ' ']
909	910	ปัญหาและแนวโน้มของความสัมพันธ์ทางเศรษฐกิจไทย-ลาว (สิงหาคม 2531-กุมภาพันธ์ 2534) 	เพาพงา อุยยานนท์ 	สาขาการระหว่างประเทศและการทูต คณะรัฐศาสตร์ 	2535	255	0	['ปัญหา', 'และ', 'แนวโน้ม', 'ของ', 'ความ', 'สัมพันธ์', 'ทาง', 'เศรษฐกิจ', 'ไทย', '-', 'ลาว', ' ', '(', 'สิงหาคม', ' ', '2531', '-', 'กุมภาพันธ์', ' ', '2534', ')', ' ']
910	911	การกำหนดนโยบายความสัมพันธ์ทางเศรษฐกิจของไทยต่อญี่ปุ่นในสมัยรัฐบาลพลเอกเปรม ติณสูลานนท์ 	พงศ์ชัย วิวัฒนาเจริญกุล 	สาขาการระหว่างประเทศและการทูต คณะรัฐศาสตร์ 	2536	294	0	['การ', 'กำหนด', 'นโยบาย', 'ความ', 'สัมพันธ์', 'ทาง', 'เศรษฐกิจ', 'ของ', 'ไทย', 'ต่อ', 'ญี่ปุ่น', 'ใน', 'สมัย', 'รัฐบาล', 'พลเอกเปรม ติณสูลานนท์', ' ']
911	912	ความร่วมมือทางเศรษฐกิจในภูมิภาคเอเซีย-แปซิฟิก 	วิภาวี วรรณพงษ์ 	สาขาการระหว่างประเทศและการทูต คณะรัฐศาสตร์ 	2536	169	0	['ความ', 'ร่วมมือ', 'ทาง', 'เศรษฐกิจ', 'ใน', 'ภูมิภาค', 'เอเซีย-แปซิฟิก', ' ']
912	913	เขตการค้าเสรีอเมริกาเหนือ 	อภัสสร ฤทธิ์แรงกล้า 	สาขาวิชาการระหว่างประเทศและการทูต คณะรัฐศาสตร์ 	2536	147	0	['เขต', 'การ', 'ค้า', 'เสรี', 'อเมริกา', 'เหนือ', ' ']
913	914	จำนำตราสาร 	นวรัตน์ กลิ่นรัตน์ 	คณะนิติศาสตร์ 	2534	153	0	['จำนำตราสาร', ' ']
914	915	ความรับผิดของนิติบุคคลและความรับผิดของกรรมการนิติบุคคลต่อบุคคลภายนอก 	ชัยนันท์ งามขจรกุลกิจ 	คณะนิติศาสตร์ 	2531	213	0	['ความ', 'รับผิดของ', 'นิติบุคคล', 'และ', 'ความ', 'รับผิดของ', 'กรรมการ', 'นิติบุคคล', 'ต่อ', 'บุคคล', 'ภาย', 'นอก', ' ']
915	916	ลักษณะและขอบเขตของข้อกำหนดความรับผิดในสัญญา 	สุจิตรา โพทะยะ 	คณะนิติศาสตร์ 	2532	143	0	['ลักษณะ', 'และ', 'ขอบเขต', 'ของ', 'ข้อ', 'กำหนด', 'ความ', 'รับ', 'ผิด', 'ใน', 'สัญญา', ' ']
916	917	สัญญาสำเร็จรูป 	วิชัย จิตตปาลกุล 	คณะนิติศาสตร์ 	2531	246	0	['สัญญา', 'สำเร็จรูป', ' ']
917	918	ปัญหากรรมสิทธิ์และความเสี่ยงภัยในสัญญาจ้างก่อสร้าง 	คำรณ คำเพ็ง 	คณะนิติศาสตร์ 	2534	129	0	['ปัญหา', 'กรรมสิทธิ์', 'และ', 'ความ', 'เสี่ยง', 'ภัย', 'ใน', 'สัญญา', 'จ้าง', 'ก่อสร้าง', ' ']
918	919	หมิ่นประมาททางแพ่ง 	อำนวย เขียวขำ 	คณะนิติศาสตร์ 	2532	151	0	['หมิ่นประมาท', 'ทาง', 'แพ่ง', ' ']
919	920	ความรับผิดฐานละเมิดกรณีผู้เสียหายมีความผิดด้วย 	ไชยยศ สุทธิกลม 	คณะนิติศาสตร์ 	2530	251	0	['ความ', 'รับ', 'ผิด', 'ฐาน', 'ละเมิด', 'กรณี', 'ผู้', 'เสียหาย', 'มี', 'ความ', 'ผิด', 'ด้วย', ' ']
920	921	วัตถุประสงค์ของนิติกรรม 	วีรวัฒน์ จันทโชติ 	คณะนิติกรรม 	2531	131	0	['วัตถุประสงค์', 'ของ', 'นิติกรรม', ' ']
921	922	บุคคลผู้อยู่ในฐานะอันจะให้จดทะเบียนสิทธิของตนได้อยู่ก่อน 	วิรัช ไตรพิทยากุล 	คณะนิติศาสตร์ 	2534	114	0	['บุคคล', 'ผู้', 'อยู่', 'ใน', 'ฐานะ', 'อัน', 'จะ', 'ให้', 'จด', 'ทะเบียน', 'สิทธิ', 'ของ', 'ตน', 'ได้', 'อยู่', 'ก่อน', ' ']
922	923	ปัญหาการเลิกสัญญาจ้างทำของ 	สนธ์ กังสนารักษ์ 	คณะนิติศาสตร์	2529	131	0	['ปัญหา', 'การ', 'เลิก', 'สัญญา', 'จ้าง', 'ทำ', 'ของ', ' ']
923	924	สัญญาหย่า 	มานิตย์ วงศ์เสรี 	คณะนิติศาสตร์ 	2531	272	0	['สัญญา', 'หย่า', ' ']
924	925	ความพึงพอใจของผู้รับบริการต่อการให้บริการของแผนกคลังพัสดุฝ่ายภัตตาคารและโภชนาการภายในประเทศ บริษัท การบินไทย จำกัด 	ฉัตรชัย คงสุข 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2535	139	0	['ความ', 'พึงพอใจ', 'ของ', 'ผู้', 'รับ', 'บริการ', 'ต่อ', 'การ', 'ให้', 'บริการ', 'ของ', 'แผนก', 'คลัง', 'พัสดุ', 'ฝ่าย', 'ภัตตาคาร', 'และ', 'โภชนาการ', 'ภาย', 'ใน', 'ประเทศ', ' ', 'บริษัท การบินไทย จำกัด', ' ']
925	926	ปัจจัยที่มีอิทธิพลต่อการบริหารวิทยุกระจายเสียงในเชิงธุรกิจของกรมประชาสัมพันธ์ 	สุชาติ สุชาติเวชภูมิ 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2535	113	0	['ปัจจัย', 'ที่', 'มี', 'อิทธิพล', 'ต่อ', 'การ', 'บริหาร', 'วิทยุ', 'กระจาย', 'เสียง', 'ใน', 'เชิง', 'ธุรกิจ', 'ของ', 'กรมประชาสัมพันธ์', ' ']
926	927	แบบของพฤติกรรมการใช้บริการที่มีต่อประชาชนที่มารับบริการ 	นิภา เนื่องถนอม 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2535	89	0	['แบบ', 'ของ', 'พฤติกรรม', 'การ', 'ใช้', 'บริการ', 'ที่', 'มี', 'ต่อ', 'ประชาชน', 'ที่', 'มา', 'รับ', 'บริการ', ' ']
927	928	มาตรการคุ้มครองผู้ประสบภัยรถยนต์ 	พนิดา บุญรอด 	คณะนิติศาสตร์ 	2534	151	0	['มาตรการ', 'คุ้มครอง', 'ผู้', 'ประสบ', 'ภัย', 'รถ', 'ยนต์', ' ']
928	929	โครงการรณรงค์เพื่อป้องกันและลดอุบัติเหตุทางถนน 	เกรียงศักดิ์ กองพลพรหม 	คณะรัฐศาสตร์ 	2534	225	0	['โครงการ', 'รณรงค์', 'เพื่อ', 'ป้องกัน', 'และ', 'ลด', 'อุบัติเหตุ', 'ทาง', 'ถนน', ' ']
929	930	นโยบายอุตสาหกรรมรถยนต์ 	กรณรงค์ ฤทธิ์ฤาชัย 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2535	65	0	['นโยบาย', 'อุตสาหกรรม', 'รถ', 'ยนต์', ' ']
930	931	การศึกษาสภาพการจ้างงานในอุตสาหกรรมเครื่องเคลือบดินเผา 	สามารถ นิลวงศ์ 	คณะสังคมสงเคราะห์ศาสตร์ 	2534	231	0	['การ', 'ศึกษา', 'สภาพ', 'การ', 'จ้าง', 'งาน', 'ใน', 'อุตสาหกรรม', 'เครื่อง', 'เคลือบ', 'ดิน', 'เผา', ' ']
931	932	การวิเคราะห์รายได้ภาษีสรรพสามิตที่เก็บจากน้ำมันและผลิตภัณฑ์น้ำมัน 	นพคุณ ฉัตราคม 	คณะเศรษฐศาสตร์ 	2533	175	0	['การ', 'วิเคราะห์', 'ราย', 'ได้', 'ภาษี', 'สรรพสามิต', 'ที่', 'เก็บ', 'จาก', 'น้ำมัน', 'และ', 'ผลิตภัณฑ์', 'น้ำมัน', ' ']
932	933	ประสิทธิภาพการผลิตของอุตสาหกรรมแปรรูปมะเขือเทศในประเทศไทย 	นิสากร จึงเจริญธรรม 	คณะเศรษฐศาสตร์ 	2536	94	0	['ประสิทธิภาพ', 'การ', 'ผลิต', 'ของ', 'อุตสาหกรรม', 'แปร', 'รูป', 'มะเขือเทศ', 'ใน', 'ประเทศไทย', ' ']
933	934	ผลกระทบของนโยบายการนำเข้ากากถั่วเหลืองต่อตลาดกากถั่วเหลือง ตลาดเมล็ดถั่วเหลือง และตลาดเนื้อสัตว์ 	นิทรา อาลัยเวช 	คณะเศรษฐศาสตร์ 	2534	127	0	['ผล', 'กระทบ', 'ของ', 'นโยบาย', 'การ', 'นำ', 'เข้า', 'กาก', 'ถั่วเหลือง', 'ต่อ', 'ตลาด', 'กาก', 'ถั่วเหลือง', ' ', 'ตลาด', 'เมล็ด', 'ถั่วเหลือง', ' ', 'และ', 'ตลาด', 'เนื้อ', 'สัตว์', ' ']
934	935	การวิเคราะห์ทางเศรษฐศาสตร์เกี่ยวกับการตอบสนองของอุปทานกระเทียม 	สุวพร ตติยพรกุล 	คณะเศรษฐศษสตร์ 	2534	116	0	['การ', 'วิเคราะห์', 'ทาง', 'เศรษฐศาสตร์', 'เกี่ยว', 'กับ', 'การ', 'ตอบสนอง', 'ของ', 'อุปทาน', 'กระเทียม', ' ']
935	936	นโยบายยาสูบ 	ดิเรก กาญจนาภา 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2535	94	0	['นโยบาย', 'ยาสูบ', ' ']
936	937	บทบาทขององค์การไตรภาคีในระบบแบ่งปันผลประโยชน ระหว่างชาวไร่อ้อยกับโรงงานน้ำตาล 	ปราโมทย์ วานิชานนท์ 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2535	145	0	['บทบาท', 'ของ', 'องค์การไตรภาคี', 'ใน', 'ระบบ', 'แบ่งปัน', 'ผล', 'ประโยชน', ' ', 'ระหว่าง', 'ชาว', 'ไร่', 'อ้อย', 'กับ', 'โรง', 'งาน', 'น้ำตาล', ' ']
937	938	ทัศนคติของชาวไร่อ้อยและโรงงานน้ำตาลที่มีต่อนโยบายการกำหนดราคารับซื้ออ้อยโดยระบบแบ่งปันผลประโยชน์ 70  30 	กาญจนี ธีระกุล 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2534	197	0	['ทัศนคติ', 'ของ', 'ชาว', 'ไร่', 'อ้อย', 'และ', 'โรง', 'งาน', 'น้ำตาล', 'ที่', 'มี', 'ต่อ', 'นโยบาย', 'การ', 'กำหนด', 'ราคา', 'รับ', 'ซื้อ', 'อ้อย', 'โดย', 'ระบบ', 'แบ่งปัน', 'ผล', 'ประโยชน์', ' ', '70', ' ', ' ', '30', ' ']
938	939	นโยบายยกระดับราคาข้าวเปลือก 	ประเดิม สูจยานนท์ 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2535	99	0	['นโยบาย', 'ยก', 'ระดับ', 'ราคา', 'ข้าว', 'เปลือก', ' ']
939	940	ผลกระทบจากการลดราคาข้าวส่งออกของสหรัฐอเมริกาที่มีต่อภาคเศรษฐกิจข้าวไทย 	คมสัน รุ่งเรืองสรการ 	คณะเศรษฐศาสตร์ 	2531	140	0	['ผล', 'กระทบ', 'จาก', 'การ', 'ลด', 'ราคา', 'ข้าว', 'ส่ง', 'ออก', 'ของ', 'สหรัฐอเมริกา', 'ที่', 'มี', 'ต่อ', 'ภาค', 'เศรษฐกิจ', 'ข้าว', 'ไทย', ' ']
940	941	นโยบายวัตถุดิบอาหารสัตว์ 	ผุสดี กำปั้นทอง 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2534	88	0	['นโยบาย', 'วัตถุ', 'ดิบ', 'อาหาร', 'สัตว์', ' ']
941	942	การศึกษาเปรียบเทียบการปรับตัวของลูกจ้างในเขตอุตสาหกรรมใหม่จังหวัดระยอง 	ช่อลัดดา โรจน์ดำรงค์ฤทธิ์ 	คณะสังคมสงเคราะห์ศาสตร์ 	2533	161	0	['การ', 'ศึกษา', 'เปรียบเทียบ', 'การ', 'ปรับ', 'ตัว', 'ของ', 'ลูกจ้าง', 'ใน', 'เขต', 'อุตสาหกรรม', 'ใหม่', 'จังหวัดระยอง', ' ']
942	943	บทบาทของรัฐกับการพัฒนากลยุทธ์การควบคุมแรงงานไทย ในทศวรรษที่ 2515 (พ.ศ.2515-2525) 	เสาวลักษณ์ ชายทวีป 	คณะสังคมวิทยาและมนุษยวิทยา 	2533	256	0	['บทบาท', 'ของ', 'รัฐ', 'กับ', 'การ', 'พัฒนา', 'กลยุทธ์', 'การ', 'ควบคุม', 'แรงงาน', 'ไทย', ' ', 'ใน', 'ทศวรรษ', 'ที่', ' ', '2515', ' ', '(', 'พ.ศ.', '2515', '-', '2525', ')', ' ']
