	Unnamed: 0	id	name	year	researchers	department	research_area	research_type	tokenized_title
270	270	271	ความพึงพอใจของนักศึกษาที่มีต่อการบริการสาธารณะในมหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต	2554	อาจารย์วราลักษณ์  คงอ้วน	คณะสถาปัตยกรรมศาสตร์และการผังเมือง	วิจัยสถาบัน		['ความ', 'พึงพอใจ', 'ของ', 'นัก', 'ศึกษา', 'ที่', 'มี', 'ต่อ', 'การ', 'บริการ', 'สาธารณะ', 'ใน', 'มหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต']
271	271	272	ความต้องการด้านบรรยากาศการทำงานของบุคคลากรคณะแพทยศาสตร์ มหาวิทยาลัยธรรมศาสตร์ เพื่อรองรับการประเมินรางวัลคุณภาพแห่งชาติ	2554	รองศาสตราจารย์ นายแพทย์สุรศักดิ์  บูรณตรีเวทย์	คณะแพทยศาสตร์	วิจัยสถาบัน		['ความ', 'ต้องการ', 'ด้าน', 'บรรยากาศ', 'การ', 'ทำ', 'งาน', 'ของ', 'บุคคลากร', 'คณะแพทยศาสตร์', ' ', 'มหาวิทยาลัยธรรมศาสตร์', ' ', 'เพื่อ', 'รองรับ', 'การ', 'ประเมิน', 'รางวัล', 'คุณภาพแห่งชาติ']
272	272	273	ความพึงพอใจของบุคลากรและนักศึกษามหาวิทยาลัยธรรมศาสตร์ที่มีต่อโรงอาหารภายในมหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต	2554	อาจารย์กฤตพร  ห้าวเจริญ	คณะสถาปัตยกรรมศาสตร์และการผังเมือง	วิจัยสถาบัน		['ความ', 'พึงพอใจ', 'ของ', 'บุคลากร', 'และ', 'นัก', 'ศึกษา', 'มหาวิทยาลัยธรรมศาสตร์', 'ที่', 'มี', 'ต่อ', 'โรง', 'อาหาร', 'ภาย', 'ใน', 'มหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต']
273	273	274	การสร้างแบบทดสอบภาษาอังกฤษ สำหรับนักศึกษาผู้พิการทางสายตา	2554	ผู้ช่วยศาสตราจารย์ วิไลวรรณ  อรุณมานะกุล	สถาบันภาษา	วิจัยสิ่งประดิษฐ์		['การ', 'สร้าง', 'แบบ', 'ทดสอบ', 'ภาษา', 'อังกฤษ', ' ', 'สำหรับ', 'นัก', 'ศึกษา', 'ผู้', 'พิการ', 'ทาง', 'สายตา']
274	274	275	การออกแบบข้อมือเทียมแบบเฉพาะบุคคล	2554	ผู้ช่วยศาสตราจารย์ นายแพทย์ ธนพงษ์  ไวทยะวิญญู	คณะแพทยศาสตร์	วิจัยสิ่งประดิษฐ์		['การ', 'ออก', 'แบบ', 'ข้อ', 'มือ', 'เทียม', 'แบบ', 'เฉพาะ', 'บุคคล']
275	275	276	การรู้เท่าทันสื่อของเด็กและเยาวชนภายใต้วาทกรรมความสวยของโฆษณาโทรทัศน์	2555	อาจารย์ ดร.มาดี  ลิ่มสกุล	คณะสังคมสงเคราะห์ศาสตร์	วิจัยทั่วไป		['การ', 'รู้', 'เท่าทัน', 'สื่อ', 'ของ', 'เด็ก', 'และ', 'เยาวชน', 'ภาย', 'ใต้', 'วาทกรรม', 'ความ', 'สวย', 'ของ', 'โฆษณา', 'โทรทัศน์']
276	276	277	"การทำนายแนวโน้มการซื้อตามแรงกระตุ้นผลักดันของกลุ่มนักศึกษามหาวิทยาลัยธรรมศาสตร์ด้วยปัจจัยที่เกี่ยวข้องกับเอกลักษณ์: บุคลิกภาพแบบห้าองค์ประกอบ แรงจูงใจเชิงเอกลักษณ์ และการประเมินตนเอง
"	2555	อาจารย์พัฒนกิจ  ชอบทำกิจ	คณะศิลปศาสตร์	วิจัยทั่วไป		['การ', 'ทำ', 'นาย', 'แนวโน้ม', 'การ', 'ซื้อ', 'ตาม', 'แรง', 'กระตุ้น', 'ผลักดัน', 'ของ', 'กลุ่ม', 'นัก', 'ศึกษา', 'มหาวิทยาลัยธรรมศาสตร์', 'ด้วย', 'ปัจจัย', 'ที่', 'เกี่ยวข้อง', 'กับ', 'เอกลักษณ์', ':', ' ', 'บุคลิก', 'ภาพ', 'แบบ', 'ห้า', 'องค์', 'ประกอบ', ' ', 'แรง', 'จูงใจ', 'เชิง', 'เอกลักษณ์', ' ', 'และ', 'การ', 'ประเมิน', 'ตนเอง', '\r\n']
277	277	278	ผลกระทบของปัจจัยทางสังคมที่มีต่อกระบวนการคิดของนักศึกษาเมื่อร่วมแสดงความคิดเห็นในกระดานสนทนา	2555	ผู้ช่วยศาสตราจารย์ ดร.นันทวัน  ชูอารยะประทีป	คณะศิลปศาสตร์	วิจัยทั่วไป		['ผล', 'กระทบ', 'ของ', 'ปัจจัย', 'ทาง', 'สังคม', 'ที่', 'มี', 'ต่อ', 'กระบวน', 'การ', 'คิด', 'ของ', 'นัก', 'ศึกษา', 'เมื่อ', 'ร่วม', 'แสดง', 'ความ', 'คิดเห็น', 'ใน', 'กระดาน', 'สนทนา']
278	278	279	การศึกษาและพัฒนา การนำผ้าฝ้ายทอมือ มาประยุกต์ใช้ในการสร้างสรรค์เพื่อพัฒนาผลิตภัณฑ์และของตกแต่ง กรณีศึกษา: กลุ่มหมู่บ้านผ้าฝ้ายทอมือบ้านดอนหลวง อำเภอป่าซาง จังหวัดลำพูน	2555	อาจารย์กิตติพงษ์  เกียรติวิภาค	คณะศิลปกรรมศาสตร์	วิจัยทั่วไป		['การ', 'ศึกษา', 'และ', 'พัฒนา', ' ', 'การ', 'นำ', 'ผ้า', 'ฝ้าย', 'ทอ', 'มือ', ' ', 'มา', 'ประยุกต์', 'ใช้', 'ใน', 'การ', 'สร้างสรรค์', 'เพื่อ', 'พัฒนา', 'ผลิตภัณฑ์', 'และ', 'ของ', 'ตกแต่ง', ' ', 'กรณี', 'ศึกษา', ':', ' ', 'กลุ่ม', 'หมู่', 'บ้าน', 'ผ้า', 'ฝ้าย', 'ทอ', 'มือ', 'บ้านดอนหลวง', ' ', 'อำเภอป่าซาง', ' ', 'จังหวัดลำพูน']
279	279	280	ประจักษภาพและการอ่านเข้าใจของแบบตัวพิมพ์ไทยเสมือนโรมัน: สถานะองค์ความรู้,การทดสอบ,ความพึงพอใจ, และศิลปะการใช้ตัวพิมพ์ที่เหมาะสม	2555	อาจารย์รัชภูมิ  ปัญส่งเสริม	คณะศิลปกรรมศาสตร์	วิจัยทั่วไป		['ประจักษภาพ', 'และ', 'การ', 'อ่าน', 'เข้าใจ', 'ของ', 'แบบ', 'ตัว', 'พิมพ์', 'ไทยเสมือน', 'โรมัน', ':', ' ', 'สถานะ', 'องค์', 'ความ', 'รู้', ',', 'การ', 'ทดสอบ', ',', 'ความ', 'พึงพอใจ', ',', ' ', 'และ', 'ศิลปะ', 'การ', 'ใช้', 'ตัว', 'พิมพ์', 'ที่', 'เหมาะสม']
280	280	281	การออกแบบชุดเสื้อผ้าสำหรับผู้ป่วยอัมพาตครึ่งซีก และผู้ป่วยอัมพาตครึ่งท่อนล่าง	2555	อาจารย์วราภรณ์  สำเภา	คณะศิลปกรรมศาสตร์	วิจัยทั่วไป		['การ', 'ออก', 'แบบ', 'ชุด', 'เสื้อผ้า', 'สำหรับ', 'ผู้', 'ป่วย', 'อัมพาต', 'ครึ่ง', 'ซีก', ' ', 'และ', 'ผู้', 'ป่วย', 'อัมพาต', 'ครึ่ง', 'ท่อน', 'ล่าง']
281	281	282	สีสัน: มุมมอง สภาวะ ธรรมชาติ (การปฏิสัมพันธ์ของสีที่แตกต่างนำไปสู่ความมีเอกภาพ)	2555	ผู้ช่วยศาสตราจารย์ ปรีดา  บุญยรัตน์	คณะศิลปกรรมศาสตร์	วิจัยทั่วไป		['สี', 'สัน', ':', ' ', 'มุมมอง', ' ', 'สภาวะ', ' ', 'ธรรมชาติ', ' ', '(', 'การ', 'ปฏิสัมพันธ์', 'ของ', 'สี', 'ที่', 'แตกต่าง', 'นำ', 'ไป', 'สู่', 'ความ', 'มี', 'เอกภาพ', ')']
282	282	283	โครงการวิจัยสร้างสรรค์เรื่อง  ความสัมพันธ์ของสภาวะแห่งจิตและโลก 	2555	อาจารย์รุ่งวิทย์  ลัคนทิน	คณะศิลปกรรมศาสตร์	วิจัยทั่วไป		['โครงการ', 'วิจัย', 'สร้างสรรค์', 'เรื่อง', ' ', ' ', 'ความ', 'สัมพันธ์', 'ของ', 'สภาวะ', 'แห่ง', 'จิต', 'และ', 'โลก', ' ']
283	283	284	ภาษาในระหว่างของประโยคเงื่อนไขแบบสมมติของผู้เรียนที่พูดภาษาไทยเป็นภาษาที่หนึ่ง	2555	อาจารย์วิวิศน์  ฉินทองประเสริฐ	สถาบันภาษา	วิจัยทั่วไป		['ภาษา', 'ใน', 'ระหว่าง', 'ของ', 'ประโยค', 'เงื่อนไข', 'แบบ', 'สมมติ', 'ของ', 'ผู้', 'เรียน', 'ที่', 'พูด', 'ภาษา', 'ไทย', 'เป็น', 'ภาษา', 'ที่', 'หนึ่ง']
284	284	285	โครงการศึกษาเปรียบเทียบความสามารถและศักยภาพของเด็กและเยาวชนในกลุ่มประเทศอาเซียน	2555	นางสาวเสาวธาร  โพธิ์กลัด	คณะสังคมสงเคราะห์ศาสตร์	วิจัยทั่วไป		['โครงการ', 'ศึกษา', 'เปรียบเทียบ', 'ความ', 'สามารถ', 'และ', 'ศักยภาพ', 'ของ', 'เด็ก', 'และ', 'เยาวชน', 'ใน', 'กลุ่ม', 'ประเทศอาเซียน']
285	285	286	การพัฒนาความสามารถของชุมชนวัดพระธาตุเสด็จ จังหวัดลำปางในการศึกษาและถ่ายทอดองค์ความรู้ด้านประวัติศาสตร์และวัฒนธรรมชุมชน	2555	นายอาสา  คำภา	สถาบันไทยคดีศึกษา	วิจัยทั่วไป		['การ', 'พัฒนา', 'ความ', 'สามารถ', 'ของ', 'ชุมชน', 'วัดพระธาตุเสด็จ', ' ', 'จังหวัดลำปาง', 'ใน', 'การ', 'ศึกษา', 'และ', 'ถ่ายทอด', 'องค์', 'ความ', 'รู้', 'ด้าน', 'ประวัติศาสตร์', 'และ', 'วัฒนธรรม', 'ชุมชน']
286	286	287	การจัดการวัฒนธรรมของภาครัฐ ศึกษากรณีโครงการประชาร่วมใจทำความดีเพื่อแผ่นดิน	2555	อาจารย์ ดร.อภิญญา บัคคาลา อรุณนภาพร	วิทยาลัยนวัตกรรม	วิจัยทั่วไป		['การ', 'จัดการ', 'วัฒนธรรม', 'ของ', 'ภาค', 'รัฐ', ' ', 'ศึกษา', 'กรณี', 'โครงการ', 'ประชาร่วมใจ', 'ทำ', 'ความ', 'ดี', 'เพื่อ', 'แผ่นดิน']
287	287	288	กลวิธีการเรียนรู้คำศัพท์ของนักศึกษาสหวิทยาการที่มีระดับความสามารถในการอ่านภาษาอังกฤษทางสังคมศาสตร์สูงและต่ำ	2555	ผู้ช่วยศาสตราจารย์ ถิรวัฒน์  ตันทนิส	วิทยาลัยสหวิทยาการ	วิจัยทั่วไป		['กลวิธี', 'การ', 'เรียนรู้', 'คำ', 'ศัพท์', 'ของ', 'นัก', 'ศึกษา', 'สหวิทยาการ', 'ที่', 'มี', 'ระดับ', 'ความ', 'สามารถ', 'ใน', 'การ', 'อ่าน', 'ภาษา', 'อังกฤษ', 'ทาง', 'สังคมศาสตร์', 'สูง', 'และ', 'ต่ำ']
288	288	289	วัฒนธรรมการค้าจีน: การศึกษาที่มาของแนวคิดและวิธีการปฏิบัติตนในการเจรจาธุรกิจกับชาวจีน	2555	อาจารย์ชิตวร  วราศิริพงศ์	วิทยาลัยสหวิทยาการ	วิจัยทั่วไป		['วัฒนธรรม', 'การ', 'ค้าจีน', ':', ' ', 'การ', 'ศึกษา', 'ที่', 'มา', 'ของ', 'แนว', 'คิด', 'และ', 'วิธี', 'การ', 'ปฏิบัติ', 'ตน', 'ใน', 'การ', 'เจรจา', 'ธุรกิจ', 'กับ', 'ชาว', 'จีน']
289	289	290	Job Hunting Decisions of Chinese Oversea Students in Thai Universities	2555	Dr.Lin,Yi	วิทยาลัยนานาชาติปรีดี พนมยงค์	วิจัยทั่วไป		['Job', ' ', 'Hunting', ' ', 'Decisions', ' ', 'of', ' ', 'Chinese', ' ', 'Oversea ', 'Students', ' ', 'in', ' ', 'Thai ', 'Universities']
290	290	291	ระบบส่งผ่านโปรตีนที่ประกอบด้วยเจลลาตินและอะพะทาเมอร์	2555	อาจารย์ ดร.บุญช่วย  สุนทรวรจิต	คณะวิทยาศาสตร์และเทคโนโลยี	วิจัยทั่วไป		['ระบบ', 'ส่ง', 'ผ่าน', 'โปรตีน', 'ที่', 'ประกอบ', 'ด้วย', 'เจลลาติน', 'และ', 'อะพะทาเมอร์']
291	291	292	การพัฒนาระเบียบวิธีทำนายค่าความถี่การสั่นของวัสดุโครงสร้างนาโนและคลัสเตอร์โมเลกุลขนาดใหญ่อย่างมีประสิทธิภาพ	2555	ผู้ช่วยศาสตราจารย์ ดร.ยุทธนา  ตันติรุ่งโรจน์ชัย	คณะวิทยาศาสตร์และเทคโนโลยี	วิจัยทั่วไป		['การ', 'พัฒนา', 'ระเบียบ', 'วิธี', 'ทำ', 'นาย', 'ค่า', 'ความ', 'ถี่', 'การ', 'สั่น', 'ของ', 'วัสดุ', 'โครงสร้าง', 'นาโน', 'และ', 'คลัสเตอร์', 'โมเลกุล', 'ขนาด', 'ใหญ่', 'อย่าง', 'มี', 'ประสิทธิภาพ']
292	292	293	การปรับปรุงขั้นตอนวิธีของแวงและลันเดาว์สำหรับการประมาณค่าเชิงตัวเลขของปริพันธ์หลายมิติ	2555	อาจารย์ ดร.วันหยก  อติเศรษฐพงศ์	คณะวิทยาศาสตร์และเทคโนโลยี	วิจัยทั่วไป		['การ', 'ปรับปรุง', 'ขั้นตอน', 'วิธี', 'ของ', 'แวง', 'และ', 'ลันเดาว์', 'สำหรับ', 'การ', 'ประมาณ', 'ค่า', 'เชิง', 'ตัว', 'เลข', 'ของ', 'ปริพันธ์', 'หลาย', 'มิติ']
293	293	294	การจัดการโรคแบคทีเรียแบบผสมผสานเพื่อการผลิตข้าวอย่างยั่งยืน	2555	อาจารย์ ดร.ดุสิต  อธินุวัฒน์	คณะวิทยาศาสตร์และเทคโนโลยี	วิจัยทั่วไป		['การ', 'จัดการ', 'โรค', 'แบคทีเรีย', 'แบบ', 'ผสมผสาน', 'เพื่อ', 'การ', 'ผลิต', 'ข้าว', 'อย่าง', 'ยั่งยืน']
294	294	295	ช่วงความเชื่อมั่นบูตสแตรปด้านเดียวและสองด้านสำหรับความแปรปรวนของประชากร เมื่อข้อมูลมีลักษณะเบ้	2555	ผู้ช่วยศาสตราจารย์ เบญจมาศ  ตุลยนิติกุล	คณะวิทยาศาสตร์และเทคโนโลยี	วิจัยทั่วไป		['ช่วง', 'ความ', 'เชื่อมั่น', 'บูต', 'สแตร', 'ปด้าน', 'เดียว', 'และ', 'สอง', 'ด้าน', 'สำหรับ', 'ความ', 'แปรปรวน', 'ของ', 'ประชากร', ' ', 'เมื่อ', 'ข้อมูล', 'มี', 'ลักษณะ', 'เบ้']
295	295	296	ไอออนแพร์โครมาโทกราฟี-ไอออนแทร็บแทนเต็มแมสสเปกโทรเมทรีสำหรับการวิเคราะห์เปอร์คลอเรตในตัวอย่างสิ่งแวดล้อม	2555	อาจารย์ ดร.วราวุธ  ติยพงศ์พัฒนา	คณะวิทยาศาสตร์และเทคโนโลยี	วิจัยทั่วไป		['ไอออนแพร์', 'โคร', 'มา', 'โทกราฟี', '-', 'ไอออนแท', 'ร็บ', 'แทน', 'เต็ม', 'แมสส', 'เปกโทรเมทรี', 'สำหรับ', 'การ', 'วิเคราะห์', 'เปอร์', 'คลอเรต', 'ใน', 'ตัวอย่าง', 'สิ่ง', 'แวดล้อม']
296	296	297	การกำจัดจุลินทรีย์ในน้ำด้วยวิธีโฟโตคะตะไลสิสโดยใช้พลังงานแสงจากดวงอาทิตย์	2555	ผู้ช่วยศาสตราจารย์ ดร.ภารดี  ช่วยบำรุง	คณะวิทยาศาสตร์และเทคโนโลยี	วิจัยทั่วไป		['การ', 'กำจัด', 'จุลินทรีย์', 'ใน', 'น้ำ', 'ด้วย', 'วิธี', 'โฟโต', 'คะตะไล', 'สิส', 'โดย', 'ใช้', 'พลังงาน', 'แสง', 'จาก', 'ดวง', 'อาทิตย์']
297	297	298	การทดสอบรากหนึ่งหน่วยโดยอิงตัวประมาณกำลังสองน้อยที่สุดแบบดัดแปลง	2555	ผู้ช่วยศาสตราจารย์ ดร.วราฤทธิ์  พานิชกิจโกศลกุล	คณะวิทยาศาสตร์และเทคโนโลยี	วิจัยทั่วไป		['การ', 'ทดสอบ', 'ราก', 'หนึ่ง', 'หน่วย', 'โดย', 'อิงตัว', 'ประมาณ', 'กำลัง', 'สอง', 'น้อย', 'ที่สุด', 'แบบ', 'ดัดแปลง']
298	298	299	การสกัด วิธีการทำแห้ง และสมบัติทางเคมีกายภาพของกัมจากเมล็ดมะขาม	2555	รองศาสตราจารย์ ดร.วรางคณา  สมพงษ์	คณะวิทยาศาสตร์และเทคโนโลยี	วิจัยทั่วไป		['การ', 'สกัด', ' ', 'วิธี', 'การ', 'ทำ', 'แห้ง', ' ', 'และ', 'สมบัติ', 'ทาง', 'เคมี', 'กายภาพ', 'ของ', 'กัมจาก', 'เมล็ด', 'มะขาม']
299	299	300	การศึกษาความหลากหลายทางพันธุกรรมของกล้วยไม้สกุลหวายกลุ่มเอื้องสายในประเทศไทยด้วยเทคนิคแฮตอาร์เอพีดี	2555	ผู้ช่วยศาสตราจารย์ ดร.ธีระชัย  ธนานันต์	คณะวิทยาศาสตร์และเทคโนโลยี	วิจัยทั่วไป		['การ', 'ศึกษา', 'ความ', 'หลากหลาย', 'ทาง', 'พันธุกรรม', 'ของ', 'กล้วยไม้', 'สกุล', 'หวาย', 'กลุ่ม', 'เอื้อง', 'สาย', 'ใน', 'ประเทศไทย', 'ด้วย', 'เทคนิค', 'แฮตอาร์เอพีดี']
300	300	301	ผลของการใช้สารกระตุ้นต่อการเจริญเติบโตและการสะสมสารพฤกษเคมีในผักบางชนิด	2555	ผู้ช่วยศาสตราจารย์ ดร.ภาณุมาศ  ฤทธิไชย	คณะวิทยาศาสตร์และเทคโนโลยี	วิจัยทั่วไป		['ผล', 'ของ', 'การ', 'ใช้', 'สาร', 'กระตุ้น', 'ต่อ', 'การ', 'เจริญเติบโต', 'และ', 'การ', 'สะสม', 'สาร', 'พฤกษ', 'เคมี', 'ใน', 'ผัก', 'บาง', 'ชนิด']
301	301	302	การควบคุมการไหลโดยอีเล็กโตรไฮโดรไดนามิกเพื่อเพิ่มการโอนความร้อนและมวลในแพคเบดพรุนที่อยู่ภายใต้การไหลของลมร้อน (ผลของการจัดเรียงอีเล็กโตรดแบบกลุ่มและตำแหน่งของลวดกราวด์)	2555	ผู้ช่วยศาสตราจารย์ ดร.ไชยณรงค์  จักรธรานนท์	คณะวิศวกรรมศาสตร์	วิจัยทั่วไป		['การ', 'ควบคุม', 'การ', 'ไหล', 'โดย', 'อีเล็กโตรไฮโดร', 'ไดนามิก', 'เพื่อ', 'เพิ่ม', 'การ', 'โอน', 'ความ', 'ร้อน', 'และ', 'มวล', 'ใน', 'แพคเบด', 'พรุน', 'ที่', 'อยู่', 'ภาย', 'ใต้', 'การ', 'ไหล', 'ของ', 'ลม', 'ร้อน', ' ', '(', 'ผล', 'ของ', 'การ', 'จัด', 'เรียง', 'อีเล็กโตรด', 'แบบ', 'กลุ่ม', 'และ', 'ตำแหน่ง', 'ของ', 'ลวดกราวด์', ')']
302	302	303	การอออกแบบและสร้างเครื่องยนต์เทอร์โมอะคูสติคขับเคลื่อนด้วยพลังงานเหลือทิ้ง	2555	อาจารย์ ดร.อิศเรศ  ธุชกัลยา	คณะวิศวกรรมศาสตร์	วิจัยทั่วไป		['การ', 'อออก', 'แบบ', 'และ', 'สร้าง', 'เครื่อง', 'ยนต์', 'เทอร์โมอะคู', 'สติค', 'ขับ', 'เคลื่อน', 'ด้วย', 'พลังงาน', 'เหลือ', 'ทิ้ง']
303	303	304	การศึกษาการปรับตัวเชิงพฤติกรรมและสิ่งแวดล้อมเพื่อปรับปรุงความสบายเชิงอุณหภาพของคนไทยในอาคาร	2555	อาจารย์ ดร.สุดาภรณ์  ฉุ้งลู้	คณะสถาปัตยกรรมศาสตร์และการผังเมือง	วิจัยทั่วไป		['การ', 'ศึกษา', 'การ', 'ปรับ', 'ตัว', 'เชิง', 'พฤติกรรม', 'และ', 'สิ่ง', 'แวดล้อม', 'เพื่อ', 'ปรับปรุง', 'ความ', 'สบาย', 'เชิง', 'อุณหภาพ', 'ของ', 'คน', 'ไทย', 'ใน', 'อาคาร']
304	304	305	การจำลองโครงสร้างโดยคอมพิวเตอร์ของตัวยับยั้งเอนไซม์  dihydrofolate reductase ในเชื้อแบคทีเรียที่ทำให้เกิดวัณโรค: ตัวบ่งชี้ทางโครงสร้างและการออกแบบโมเลกุล	2555	รองศาสตราจารย์ ดร.ลักขณา  หล่อตระกูล	สถาบันเทคโนโลยีนานาชาติสิรินธร	วิจัยทั่วไป		['การ', 'จำลอง', 'โครงสร้าง', 'โดย', 'คอมพิวเตอร์', 'ของ', 'ตัว', 'ยับยั้ง', 'เอนไซม์', ' ', ' ', 'dihydrofolate', ' ', 'reductase', ' ', 'ใน', 'เชื้อ', 'แบคทีเรีย', 'ที่', 'ทำ', 'ให้', 'เกิด', 'วัณ', 'โรค', ':', ' ', 'ตัว', 'บ่ง', 'ชี้', 'ทาง', 'โครงสร้าง', 'และ', 'การ', 'ออก', 'แบบ', 'โมเลกุล']
305	305	306	การศึกษาวิธีการลดก๊าซมลภาวะและป้องกันการจับตัวของวัสดุเบดระหว่างการเผาไหม้วัสดุเหลือใช้จากปาล์มน้ำมันในเตาเผาฟลูอิไดซ์เบด	2555	รองศาสตราจารย์ ดร.วลาดิมีร์  อิกนาติเยวิช คูปริอานอฟ	สถาบันเทคโนโลยีนานาชาติสิรินธร	วิจัยทั่วไป		['การ', 'ศึกษา', 'วิธี', 'การ', 'ลด', 'ก๊าซ', 'มล', 'ภาวะ', 'และ', 'ป้องกัน', 'การ', 'จับ', 'ตัว', 'ของ', 'วัสดุ', 'เบด', 'ระหว่าง', 'การ', 'เผาไหม้', 'วัสดุ', 'เหลือ', 'ใช้', 'จาก', 'ปาล์ม', 'น้ำมัน', 'ใน', 'เตา', 'เผาฟลูอิไดซ์เบด']
306	306	307	การประมาณค่าทิศทางการเคลื่อนที่โดยการใช้การ์เดียลเวคเตอร์หนึ่งหน่วย	2555	ผู้ช่วยศาสตราจารย์ ดร.โทชิอาคิ  คอนโด	สถาบันเทคโนโลยีนานาชาติสิรินธร	วิจัยทั่วไป		['การ', 'ประมาณ', 'ค่า', 'ทิศทาง', 'การ', 'เคลื่อน', 'ที่', 'โดย', 'การ', 'ใช้', 'การ์เดียลเวคเตอร์', 'หนึ่ง', 'หน่วย']
307	307	308	การพัฒนาตัวดูดซับทางชีวภาพของซีเซียมโดยกากมะพร้าวที่ดัดแปลงโดยปรัสเซียนบลู	2555	ผู้ช่วยศาสตราจารย์ ดร.ศิวรัตน์  บุณยรัตกลิน	สถาบันเทคโนโลยีนานาชาติสิรินธร	วิจัยทั่วไป		['การ', 'พัฒนา', 'ตัว', 'ดูดซับ', 'ทาง', 'ชีวภาพ', 'ของ', 'ซีเซียม', 'โดย', 'กาก', 'มะพร้าว', 'ที่', 'ดัดแปลง', 'โดย', 'ปรัสเซียนบลู']
308	308	309	การวิเคราะห์ภาพจอประสาทตาแบบอัตโนมัติสำหรับตรวจโรคต้อหิน	2555	รองศาสตราจารย์ ดร.วารี  กงประเวชนนท์	สถาบันเทคโนโลยีนานาชาติสิรินธร	วิจัยทั่วไป		['การ', 'วิเคราะห์', 'ภาพ', 'จอ', 'ประสาท', 'ตา', 'แบบ', 'อัตโนมัติ', 'สำหรับ', 'ตรวจ', 'โรค', 'ต้อหิน']
309	309	310	โครงการพัฒนาเทคนิคการนำเข้าตัวอักษรสำหรับสมาร์ทโฟน	2555	ผู้ช่วยศาสตราจารย์ ดร.ชลวิช  นัทธี	สถาบันเทคโนโลยีนานาชาติสิรินธร	วิจัยทั่วไป		['โครงการ', 'พัฒนา', 'เทคนิค', 'การ', 'นำ', 'เข้า', 'ตัว', 'อักษร', 'สำหรับ', 'สมาร์ท', 'โฟน']
310	310	311	การศึกษาพฤติกรรมของอนุภาคนาโนจากผลิตภัณฑ์นาโนในหลุมฝังกลบมูลฝอยชุมชน	2555	รองศาสตราจารย์ ดร.แซนย่า  บาเบล	สถาบันเทคโนโลยีนานาชาติสิรินธร	วิจัยทั่วไป		['การ', 'ศึกษา', 'พฤติกรรม', 'ของ', 'อนุภาค', 'นา', 'โน', 'จาก', 'ผลิตภัณฑ์', 'นาโน', 'ใน', 'หลุม', 'ฝัง', 'กลบมูลฝอย', 'ชุมชน']
311	311	312	ผลของสารเคอร์คูมินต่อแองจิโนจินิคไบโอมาร์คเกอร์และการส่งสัญญาณภายในเซลล์ในการเกิดหลอดเลือดใหม่ที่ถูกเหนี่ยวนำด้วยเซลล์มะเร็งปากมดลูก	2555	ผู้ช่วยศาสตราจารย์ ดร.พรพรหม  จินตนา	คณะแพทยศาสตร์	วิจัยทั่วไป		['ผล', 'ของ', 'สาร', 'เคอร์คูมิน', 'ต่อ', 'แอง', 'จิโนจินิค', 'ไบโอมาร์คเกอร์', 'และ', 'การ', 'ส่ง', 'สัญญาณ', 'ภาย', 'ใน', 'เซลล์', 'ใน', 'การ', 'เกิด', 'หลอดเลือด', 'ใหม่', 'ที่', 'ถูก', 'เหนี่ยว', 'นำ', 'ด้วย', 'เซลล์', 'มะเร็ง', 'ปากมดลูก']
312	312	313	"การศึกษาเปรียบเทียบผลของ เทสโทสเตอโรน อันเดคาโนเอท และโฟเลท ต่อคุณภาพน้ำเชื้ออสุจิของคู่สมรสฝ่ายชายที่มีบุตรยากและมีความผิดปกติของน้ำเชื้ออสุจิ
เปลี่ยนแปลงชื่อโครงการวิจัยเป็น การศึกษาผลของ เทสโทสเตอโรน อันเดคาโนเอท และโฟเลท ต่อคุณภาพอสุจิในผู้ชายที่มีปัญ"	2555	อาจารย์ นายแพทย์ อาทิตย์  บุญยรางกูร	คณะแพทยศาสตร์	วิจัยทั่วไป		['การ', 'ศึกษา', 'เปรียบเทียบ', 'ผล', 'ของ', ' ', 'เทสโทสเตอโรน ', 'อัน', 'เดคาโนเอท ', 'และ', 'โฟเลท', ' ', 'ต่อ', 'คุณภาพ', 'น้ำ', 'เชื้ออสุจิ', 'ของ', 'คู่', 'สมรส', 'ฝ่าย', 'ชาย', 'ที่', 'มี', 'บุตร', 'ยาก', 'และ', 'มี', 'ความ', 'ผิด', 'ปกติ', 'ของ', 'น้ำ', 'เชื้ออสุจิ\r\n', 'เปลี่ยนแปลง', 'ชื่อ', 'โครงการ', 'วิจัย', 'เป็น', ' ', 'การ', 'ศึกษา', 'ผล', 'ของ', ' ', 'เทสโทสเตอโรน ', 'อัน', 'เดคาโนเอท ', 'และ', 'โฟเลท', ' ', 'ต่อ', 'คุณภาพ', 'อสุจิ', 'ใน', 'ผู้', 'ชาย', 'ที่', 'มี', 'ปัญ']
