Unnamed: 0	id	name	year	researchers	department	research_area	research_type	tokenized_title
181	182	การศึกษาจลนศาสตร์ของกระบวนการไฮบริไดเซชันของดีเอ็นเอบนไบโอชิปโดยแบบจำลองการดูดซับแบบผันกลับไม่ได้ด้วยวิธีมอนที คาร์โล	2552	ภาณุ  ด่านวานิชกุล	คณะวิศวกรรมศาสตร์	การวิจัยพื้นฐาน	สาขาวิทยาศาสตร์เทคโนโลยี	['การ', 'ศึกษา', 'จลนศาสตร์', 'ของ', 'กระบวนการ', 'ไฮบริไดเซชัน', 'ของ', 'ดีเอ็นเอบน', 'ไบโอชิป', 'โดย', 'แบบ', 'จำลอง', 'การ', 'ดูดซับ', 'แบบ', 'ผัน', 'กลับ', 'ไม่', 'ได้', 'ด้วย', 'วิธี', 'มอน', 'ที ', 'คาร์โล']
182	183	โครงการวิจัยการย่อข่าวภาษาไทยอัตโนมัติ	2552	ธนารักษ์  ธีระมั่นคง	สถาบันเทคโนโลยีนานาชาติสิรินธร	การวิจัยประยุกต์	สาขาวิทยาศาสตร์เทคโนโลยี	['โครงการ', 'วิจัย', 'การ', 'ย่อ', 'ข่าว', 'ภาษา', 'ไทย', 'อัตโนมัติ']
183	184	การศึกษาถึงผลของการฝึกบริหารกล้ามเนื้อกระบังลมในขณะตั้งครรภ์ต่อกล้ามเนื้อกระบังลมและการคลอดบุตร	2552	อรวรรณ  เล็กสกุลไชย	คณะแพทยศาสตร์	การวิจัยพัฒนาทดลอง	สาขาสุขศาสตร์	['การ', 'ศึกษา', 'ถึง', 'ผล', 'ของ', 'การ', 'ฝึก', 'บริหาร', 'กล้ามเนื้อกระบัง', 'ลม', 'ใน', 'ขณะ', 'ตั้ง', 'ครรภ์', 'ต่อ', 'กล้ามเนื้อกระบัง', 'ลม', 'และ', 'การ', 'คลอด', 'บุตร']
184	185	ผลของสารสกัดไพลในการยับยั้งการกระตุ้น matrix metalloproteinase-9 โดยสารก่อภูมิแพ้ไรฝุ่นในเซลล์บุทางเดินหายใจมนุษย์	2552	อรพรรณ  โพชนุกูล	คณะแพทยศาสตร์	การวิจัยพื้นฐาน	สาขาสุขศาสตร์	['ผล', 'ของ', 'สาร', 'สกัด', 'ไพล', 'ใน', 'การ', 'ยับยั้ง', 'การ', 'กระตุ้น', ' ', 'matrix ', 'metalloproteinase', '-', '9', ' ', 'โดยสาร', 'ก่อ', 'ภูมิ', 'แพ้', 'ไร', 'ฝุ่น', 'ใน', 'เซลล์', 'บุ', 'ทาง', 'เดิน', 'หายใจ', 'มนุษย์']
185	186	การพัฒนารูปแบบการดูแลผู้ป่วยโรคเรื้อรังด้วยทีมสหสาขาวิชาโดยใช้โปรแกรมการจัดการโรคที่ศูนย์แพทย์ชุมชน คูคต	2552	นิตยา  ทานุวงษ์	คณะแพทยศาสตร์	การวิจัยประยุกต์	สาขาสุขศาสตร์	['การ', 'พัฒนา', 'รูปแบบ', 'การ', 'ดูแล', 'ผู้', 'ป่วย', 'โรค', 'เรื้อรัง', 'ด้วย', 'ทีม', 'สหสา', 'ขา', 'วิชา', 'โดย', 'ใช้', 'โปรแกรม', 'การจัดการ', 'โรค', 'ที่', 'ศูนย์แพทย์', 'ชุมชน คูคต']
186	187	การศึกษากลไกการออกฤทธิ์ของสารสกัด และ Dioscorealide B จากหัวข้าวเย็นชนิด Dioscorea membranacea  ต่อเซลล์มะเร็งปอด 	2552	พินทุสร  หาญสกุล	คณะแพทยศาสตร์	การวิจัยพื้นฐาน	สาขาสุขศาสตร์	['การ', 'ศึกษา', 'กลไก', 'การ', 'ออก', 'ฤทธิ์', 'ของ', 'สาร', 'สกัด', ' ', 'และ', ' ', 'Dioscorealide', ' ', 'B', ' ', 'จาก', 'หัว', 'ข้าว', 'เย็น', 'ชนิด', ' ', 'Dioscorea membranacea', ' ', ' ', 'ต่อ', 'เซลล์', 'มะเร็ง', 'ปอด', ' ']
187	188	การศึกษาสมุนไพรไทยในการรักษาโรคเอดส์เพื่อพัฒนาเป็นยา อุตสาหกรรม โครงการสารสกัดสมุนไพรผสม 3 ชนิด 4 ชนิด 5 ชนิด และ 8 ชนิด	2552	สมบูรณ์  เกียรตินันทน์	คณะแพทยศาสตร์	การวิจัยประยุกต์	สาขาสุขศาสตร์	['การ', 'ศึกษา', 'สมุนไพร', 'ไทย', 'ใน', 'การ', 'รักษา', 'โรค', 'เอดส์', 'เพื่อ', 'พัฒนา', 'เป็น', 'ยา', ' ', 'อุตสาหกรรม', ' ', 'โครงการ', 'สารสกัด', 'สมุนไพร', 'ผสม', ' ', '3', ' ', 'ชนิด', ' ', '4', ' ', 'ชนิด', ' ', '5', ' ', 'ชนิด', ' ', 'และ', ' ', '8', ' ', 'ชนิด']
188	189	โครงการพัฒนาตำรับเบญจกูลเพื่อใช้ปรับสมดุลของร่างกายและเสริมสุขภาพให้ผู้ป่วย มะเร็ง 	2552	อรุณพร  อิฐรัตน์	คณะแพทยศาสตร์	การวิจัยประยุกต์	สาขาสุขศาสตร์	['โครงการ', 'พัฒนา', 'ตำรับ', 'เบญจกูล', 'เพื่อ', 'ใช้', 'ปรับ', 'สมดุล', 'ของ', 'ร่างกาย', 'และ', 'เสริม', 'สุขภาพ', 'ให้', 'ผู้', 'ป่วย', ' ', 'มะเร็ง', ' ']
189	190	ภาวะของธาตุเหล็กและอุบัติการณ์ของโรคโลหิตจางจากการขาดธาตุเหล็กในผู้สูงอายุ	2552	นงลักษณ์  คณิตทรัพย์	คณะแพทยศาสตร์	การวิจัยพื้นฐาน	สาขาสุขศาสตร์	['ภาวะ', 'ของ', 'ธาตุ', 'เหล็ก', 'และ', 'อุบัติการณ์', 'ของ', 'โรค', 'โลหิต', 'จาง', 'จาก', 'การ', 'ขาด', 'ธาตุ', 'เหล็ก', 'ใน', 'ผู้', 'สูงอายุ']
190	191	ความสัมพันธ์ระหว่างความรุนแรงของโรคสะเก็ดเงินกับการแสดงออกของ E2A และ Caspase 9 ในเซลล์เพาะเลี้ยงผิวหนังมนุษย์	2552	ชาลินี  รอนไพลิน	คณะแพทยศาสตร์	การวิจัยพื้นฐาน	สาขาสุขศาสตร์	['ความ', 'สัมพันธ์', 'ระหว่าง', 'ความ', 'รุนแรง', 'ของ', 'โรค', 'สะเก็ด', 'เงิน', 'กับ', 'การ', 'แสดง', 'ออก', 'ของ', ' ', 'E2A', ' ', 'และ', ' ', 'Caspase', ' ', '9', ' ', 'ใน', 'เซลล์', 'เพาะ', 'เลี้ยง', 'ผิวหนัง', 'มนุษย์']
191	192	แผนการวิจัยเพื่อพัฒนาวัคซีนป้องกันการติดเชื้อพยาธิใบไม้ตับชนิด Fasciola gigantica ในสัตว์เลี้ยงเศรษฐกิจ และการพัฒนาชุดตรวจวินิจฉัยและยารักษามะเร็งท่อน้ำดี (cholangiocarcinoma) ระยะเริ่มแรก ในสัตว์ทดลอง ที่ติดเชื้อพยาธิใบไม้ตับชนิด Opisthorchis viverrini	2552	วิฑูรย์  ไวยนันท์	คณะสหเวชศาสตร์	การวิจัยประยุกต์	สาขาสุขศาสตร์	['แผน', 'การ', 'วิจัย', 'เพื่อพัฒนา', 'วัคซีน', 'ป้องกัน', 'การ', 'ติด', 'เชื้อ', 'พยาธิ', 'ใบ', 'ไม้', 'ตับ', 'ชนิด', ' ', 'Fasciola gigantica', ' ', 'ใน', 'สัตว์', 'เลี้ยง', 'เศรษฐกิจ', ' ', 'และ', 'การ', 'พัฒนา', 'ชุด', 'ตรวจ', 'วินิจฉัย', 'และ', 'ยา', 'รักษา', 'มะเร็ง', 'ท่อ', 'น้ำ', 'ดี', ' ', '(', 'cholangiocarcinoma', ')', ' ', 'ระยะ', 'เริ่ม', 'แรก', ' ', 'ใน', 'สัตว์', 'ทดลอง', ' ', 'ที่', 'ติด', 'เชื้อ', 'พยาธิ', 'ใบ', 'ไม้', 'ตับ', 'ชนิด', ' ', 'Opisthorchis viverrini']
192	193	การพัฒนาวิธีการตรวจวินิจฉัยโรคพยาธิใบไม้ตับชนิด Opisthorchis viverrini โดยใช้โปรตีนรีคอมบิแนนท์ glutathione S-transferase	2552	วีระชัย  เอื้อสิทธิชัย	คณะสหเวชศาสตร์	การวิจัยประยุกต์	สาขาสุขศาสตร์	['การ', 'พัฒนา', 'วิธี', 'การ', 'ตรวจ', 'วินิจฉัย', 'โรค', 'พยาธิ', 'ใบ', 'ไม้', 'ตับ', 'ชนิด', ' ', 'Opisthorchis viverrini', ' ', 'โดย', 'ใช้', 'โปรตีน', 'รี', 'คอมบิแนนท์', ' ', 'glutathione', ' ', 'S', '-', 'transferase']
193	194	การศึกษาความสัมพันธ์ระหว่างความหลากหลายของเอนไซม์ฮีมออกซิเจเนสและการเกิดพยาธิสภาพของโรคมาลาเรีย	2552	เกศรา  ณ  บางช้าง	คณะสหเวชศาสตร์	การวิจัยประยุกต์	สาขาสุขศาสตร์	['การ', 'ศึกษา', 'ความ', 'สัมพันธ์', 'ระหว่าง', 'ความ', 'หลากหลาย', 'ของ', 'เอนไซม์', 'ฮีม', 'ออกซิเจเนส', 'และ', 'การ', 'เกิด', 'พยาธิ', 'สภาพ', 'ของ', 'โรค', 'มาลาเรีย']
194	195	การพัฒนาวิธีตรวจวินิจฉัยโรคพยาธิฟาสซิโอโลซิส โดยใช้โปรตีน ซิสเตทีนและโมโนโคนัลแอนติบอดีต่อโปรตีนคาเธบชีนของพยาธิใบไม้ตับชนิด Fasciola gigantica	2552	Hans Rudi Grams	คณะสหเวชศาสตร์	การวิจัยพัฒนาทดลอง	สาขาสุขศาสตร์	['การ', 'พัฒนา', 'วิธี', 'ตรวจ', 'วินิจฉัย', 'โรค', 'พยาธิฟาสซิโอโลซิส', ' ', 'โดย', 'ใช้', 'โปรตีน', ' ', 'ซิสเตทีน', 'และ', 'โมโนโคนัลแอนติบ', 'อดี', 'ต่อ', 'โปรตีน', 'คา', 'เธบ', 'ชีน', 'ของ', 'พยาธิ', 'ใบ', 'ไม้', 'ตับ', 'ชนิด', ' ', 'Fasciola gigantica']
195	196	Isolation of a novel cytochrome P450 gene from Plasmodium falciparum and characterization of the E.coli-expressed protein	2552	วรรณา  ชัยเจริญกุล	คณะสหเวชศาสตร์	การวิจัยประยุกต์	สาขาสุขศาสตร์	['Isolation', ' ', 'of', ' ', 'a', ' ', 'novel', ' ', 'cytochrome', ' ', 'P', '450', ' ', 'gene', ' ', 'from', ' ', 'Plasmodium falciparum', ' ', 'and', ' ', 'characterization', ' ', 'of', ' ', 'the', ' ', 'E.coli', '-expressed', ' ', 'protein']
196	197	การศึกษากลไกการออกฤทธิ์ของยาไดไฮโดรอาร์ติมิซินินทางชีววิทยาระดับเมตาบอไลท์ และการดื้อต่อยาคลอโรควินทางชีววิทยาระดับโมเลกุลของจีนที่ควบคุมระดับกลูธาไธออนของเชื้อฟัลซิพารัมมาลาเรีย 	2552	วรรณา  ชัยเจริญกุล	คณะสหเวชศาสตร์	การวิจัยประยุกต์	สาขาสุขศาสตร์	['การ', 'ศึกษา', 'กลไก', 'การ', 'ออก', 'ฤทธิ์', 'ของ', 'ยา', 'ไดไฮโดรอาร์ติมิซินินทาง', 'ชีววิทยา', 'ระดับ', 'เมตาบอไลท์', ' ', 'และ', 'การ', 'ดื้อ', 'ต่อ', 'ยา', 'ค', 'ลอโรค', 'วิน', 'ทาง', 'ชีววิทยา', 'ระดับ', 'โมเลกุล', 'ของ', 'จีน', 'ที่', 'ควบคุม', 'ระดับ', 'กลูธาไธออน', 'ของ', 'เชื้อฟัลซิพารัมมาลาเรีย', ' ']
197	198	การพัฒนาชุดตรวจหาชนิดการกลายพันธุ์ของ G6PD ยีน สำหรับ ประชากรไทย   	2552	ไข่มุกด์  ช่างศรี	คณะสหเวชศาสตร์	การวิจัยพัฒนาทดลอง	สาขาสุขศาสตร์	['การ', 'พัฒนา', 'ชุด', 'ตรวจ', 'หา', 'ชนิด', 'การ', 'กลาย', 'พันธุ์', 'ของ', ' ', 'G', '6PD', ' ', 'ยีน', ' ', 'สำหรับ', ' ', 'ประชากร', 'ไทย', ' ', ' ', ' ']
198	199	ผลกระทบของการได้รับแคดเมี่ยม สารเมธาโลไทโอนีนต่อการทำให้เกิดโรคไต 	2552	ดุจดาว  ทรงธรรมวัฒน์	คณะสหเวชศาสตร์	การวิจัยประยุกต์	สาขาสุขศาสตร์	['ผล', 'กระทบ', 'ของ', 'การ', 'ได้', 'รับ', 'แคดเมี่ยม', ' ', 'สาร', 'เมธาโลไทโอนีน', 'ต่อ', 'การ', 'ทำ', 'ให้', 'เกิด', 'โรค', 'ไต', ' ']
199	200	การสำรวจสายพันธุ์ O. tsutsugamushi  ในจังหวัดตากของประเทศไทย	2552	ฐิติมนรัตน์  ดวงจันทร์ดา	คณะสหเวชศาสตร์	การวิจัยประยุกต์	สาขาสุขศาสตร์	['การ', 'สำรวจ', 'สายพันธุ์', ' ', 'O.', ' ', 'tsutsugamushi', ' ', ' ', 'ใน', 'จังหวัดตาก', 'ของ', 'ประเทศไทย']
200	201	ผลของสารสกัดไพลต่อการคัดหลั่งฮิสตะมีน (histamine) และการสร้าง  tumor necrosis factor (TNF)-α จากเซลล์มาสต์ (mast cell)  RBL-2H3	2552	สิทธิชัย  ขุนทองแก้ว	คณะทันตแพทยศาสตร์	การวิจัยพื้นฐาน	สาขาสุขศาสตร์	['ผล', 'ของ', 'สาร', 'สกัด', 'ไพล', 'ต่อ', 'การ', 'คัดหลั่งฮิสตะมีน', ' ', '(', 'histamine', ')', ' ', 'และ', 'การ', 'สร้าง', ' ', ' ', 'tumor', ' ', 'necrosis', ' ', 'factor', ' ', '(', 'TNF', ')', '-', 'α', ' ', 'จาก', 'เซลล์', 'มาสต์', ' ', '(', 'mast', ' ', 'cell', ')', ' ', ' ', 'RBL', '-', '2H3']
201	202	ประสิทธิผลของฟ้าทะลายโจรในการลดการอักเสบหลังการผ่าฟันคุด: การประเมินทางคลินิก และการประเมินผลกระทบต่อคุณภาพชีวิต	2552	ลัดดาวัลย์  สุนันท์ลิกานนท์	คณะทันตแพทยศาสตร์	การวิจัยประยุกต์	สาขาสุขศาสตร์	['ประสิทธิผล', 'ของ', 'ฟ้า', 'ทะลาย', 'โจร', 'ใน', 'การ', 'ลด', 'การ', 'อักเสบ', 'หลัง', 'การ', 'ผ่าฟัน', 'คุด', ':', ' ', 'การ', 'ประเมิน', 'ทาง', 'คลินิก', ' ', 'และ', 'การ', 'ประเมิน', 'ผล', 'กระทบ', 'ต่อ', 'คุณภาพ', 'ชีวิต']
202	203	ผลของไพล (Zingiber Cassumunar) ต่อการยับยั้งการสร้าง cyclooxygenase -2 และ prostaglandin E2 ในเซลล์เนื้อเยื่อในฟันมนุษย์ที่ถูกกระตุ้นด้วย lipopolysaccharide	2552	วิสาขา  อุปพงศ์	คณะทันตแพทยศาสตร์	การวิจัยพื้นฐาน	สาขาสุขศาสตร์	['ผล', 'ของ', 'ไพล', ' ', '(', 'Zingiber Cassumunar', ')', ' ', 'ต่อ', 'การ', 'ยับยั้ง', 'การ', 'สร้าง', ' ', 'cyclooxygenase', ' ', '-', '2', ' ', 'และ', ' ', 'prostaglandin E2', ' ', 'ใน', 'เซลล์', 'เนื้อเยื่อ', 'ใน', 'ฟัน', 'มนุษย์', 'ที่', 'ถูก', 'กระตุ้น', 'ด้วย', ' ', 'lipopolysaccharide']
203	204	ผลของ protease จากสารสกัดใบบัวบกต่อ TGF-ß และการสร้างคอลลาเจนในเซลล์ไฟโบรบลาสต์ของเหงือกมนุษย์	2552	ศุภญาดา  ธรรมโวหาร	คณะทันตแพทยศาสตร์	การวิจัยประยุกต์	สาขาสุขศาสตร์	['ผล', 'ของ', ' ', 'protease', ' ', 'จาก', 'สาร', 'สกัด', 'ใบ', 'บัวบก', 'ต่อ', ' ', 'TGF', '-', 'ß', ' ', 'และ', 'การ', 'สร้าง', 'คอ', 'ลลาเจน', 'ใน', 'เซลล์', 'ไฟโบรบลาสต์', 'ของ', 'เหงือก', 'มนุษย์']
204	205	การดัดแปลงพันธุกรรมของวินท์ 2  3a และ 9a เพื่อการควบคุมพัฒนาการของเซลล์ต้นกำเนิดไปเป็นเซลล์สร้างกระดูก: แนวทางใหม่ในการรักษาความวิการของกระดูกด้วยเซลล์ต้นกำเนิด 	2552	วีรชัย  สิงหถนัดกิจ	คณะทันตแพทยศาสตร์	การวิจัยพื้นฐาน	สาขาสุขศาสตร์	['การ', 'ดัดแปลง', 'พันธุกรรม', 'ของ', 'วินท์', ' ', '2', ' ', ' ', '3a', ' ', 'และ', ' ', '9', 'a', ' ', 'เพื่อ', 'การ', 'ควบคุม', 'พัฒนาการ', 'ของ', 'เซลล์', 'ต้น', 'กำเนิด', 'ไป', 'เป็น', 'เซลล์', 'สร้าง', 'กระดูก', ':', ' ', 'แนวทาง', 'ใหม่', 'ใน', 'การ', 'รักษา', 'ความ', 'วิการ', 'ของ', 'กระดูก', 'ด้วย', 'เซลล์', 'ต้น', 'กำเนิด', ' ']
205	206	การขัดขวางการเกาะยึดโดยตรงระหว่างเซลล์ทีลิมโฟไซท์และเซลล์สร้าง   กระดูกเบ้าฟันที่มีต่อหน้าที่ของเซลล์สร้างกระดูกเบ้าฟัน: แนวทางใหม่ในการรักษาโรคปริทันต์อักเสบ	2552	วีรชัย  สิงหถนัดกิจ	คณะทันตแพทยศาสตร์	การวิจัยพื้นฐาน	สาขาสุขศาสตร์	['การ', 'ขัดขวาง', 'การ', 'เกาะ', 'ยึด', 'โดย', 'ตรง', 'ระหว่าง', 'เซลล์', 'ทีลิมโฟไซท์', 'และ', 'เซลล์', 'สร้าง', ' ', ' ', ' ', 'กระดูก', 'เบ้าฟัน', 'ที่', 'มี', 'ต่อ', 'หน้าที่', 'ของ', 'เซลล์', 'สร้าง', 'กระดูก', 'เบ้าฟัน', ':', ' ', 'แนวทาง', 'ใหม่', 'ใน', 'การ', 'รักษา', 'โรค', 'ปริทันต์', 'อักเสบ']
206	207	การพัฒนารูปแบบการส่งเสริมสุขภาพของผู้ป่วยโรคหัวใจและหลอดเลือดโรงพยาบาลธรรมศาสตร์เฉลิมพระเกียรติ	2552	โยทะกา  ภคพงศ์	คณะพยาบาลศาสตร์	การวิจัยประยุกต์	สาขาสุขศาสตร์	['การ', 'พัฒนา', 'รูปแบบ', 'การ', 'ส่งเสริม', 'สุขภาพ', 'ของ', 'ผู้', 'ป่วย', 'โรค', 'หัวใจ', 'และ', 'หลอด', 'เลือด', 'โรง', 'พยาบาลธรรมศาสตร์เฉลิม', 'พระเกียรติ']
207	208	ผลของโปรแกรมกิจกรรมทางกายเพื่อป้องกันการหกล้มในผู้สูงอายุ	2552	ธีรนุช  ห้านิรัติศัย	คณะพยาบาลศาสตร์	การวิจัยประยุกต์	สาขาสุขศาสตร์	['ผล', 'ของ', 'โปรแกรม', 'กิจกรรม', 'ทาง', 'กาย', 'เพื่อ', 'ป้องกัน', 'การ', 'หกล้ม', 'ใน', 'ผู้', 'สูง', 'อายุ']
208	209	ผลของการใช้กระบวนการสร้างสัมพันธภาพแบบหนึ่งต่อหนึ่งร่วมกับกลุ่มจิตบำบัดแบบประคับประคองต่อระดับความหวัง  ความวิตกกังวลและระดับการดูแลตนเองของผู้ป่วยสูญเสียอวัยวะ	2552	มรรยาท  รุจิวิชชญ์	คณะพยาบาลศาสตร์	การวิจัยพัฒนาทดลอง	สาขาสุขศาสตร์	['ผล', 'ของ', 'การ', 'ใช้', 'กระบวน', 'การ', 'สร้าง', 'สัมพันธภาพ', 'แบบ', 'หนึ่ง', 'ต่อ', 'หนึ่ง', 'ร่วม', 'กับ', 'กลุ่ม', 'จิตบำบัด', 'แบบ', 'ประคับประคอง', 'ต่อ', 'ระดับ', 'ความ', 'หวัง', ' ', ' ', 'ความ', 'วิตกกังวล', 'และ', 'ระดับ', 'การ', 'ดูแล', 'ตน', 'เอง', 'ของ', 'ผู้', 'ป่วย', 'สูญเสีย', 'อวัยวะ']
209	210	ความสัมพันธ์ระหว่างบรรษัทภิบาลและความรับผิดชอบของธุรกิจต่อสังคมกับผลกระทบที่มีต่อมูลค่าร่วมของกิจการ: กรณีประเทศไทย	2556	รศ.ดร. เสกศักดิ์ จำเริญวงศ์	คณะพาณิชยศาสตร์และการบัญชี			['ความ', 'สัมพันธ์', 'ระหว่าง', 'บรรษัทภิบาล', 'และ', 'ความ', 'รับผิดชอบ', 'ของ', 'ธุรกิจ', 'ต่อ', 'สังคม', 'กับ', 'ผล', 'กระทบ', 'ที่', 'มี', 'ต่อ', 'มูลค่า', 'ร่วม', 'ของ', 'กิจการ', ':', ' ', 'กรณี', 'ประเทศไทย']
210	211	การประยุกต์ใช้ถ่านกัมมันต์เคลือบไทเทเนียมไดออกไซด์กับกังหันน้ำสำหรับการบำบัดน้ำเสียจากอุตสาหกรรมสิ่งทอ	2556	อ.ดร. สายัณห์ ผุดวัฒน์	คณะวิทยาศาสตร์และเทคโนโลยี			['การ', 'ประยุกต์', 'ใช้', 'ถ่าน', 'กัมมันต์', 'เคลือบไทเทเนียมไดออกไซด์', 'กับ', 'กังหัน', 'น้ำ', 'สำหรับ', 'การ', 'บำบัด', 'น้ำ', 'เสีย', 'จาก', 'อุตสาหกรรม', 'สิ่ง', 'ทอ']
211	212	ผลกระทบของเงื่อนไขการเคลือบฟิล์มต่อสมบัติทางโครงสร้างและทางแสงของกระจกปรับเปลี่ยนสภาพแสงได้ด้วยฟิล์ม Mg-Ni ที่เตรียมด้วยเทคนิคดีซี แมกนีตรอน สปัตเตอริง	2556	อ.ดร. กมล เอี่ยมพนากิจ	คณะวิทยาศาสตร์และเทคโนโลยี			['ผล', 'กระทบ', 'ของ', 'เงื่อนไข', 'การ', 'เคลือบ', 'ฟิล์ม', 'ต่อสมบัติ', 'ทาง', 'โครงสร้าง', 'และ', 'ทาง', 'แสง', 'ของ', 'กระจก', 'ปรับเปลี่ยน', 'สภาพ', 'แสง', 'ได้', 'ด้วย', 'ฟิล์ม', ' ', 'Mg', '-', 'Ni', ' ', 'ที่', 'เตรียม', 'ด้วย', 'เทคนิค', 'ดี', 'ซี', ' ', 'แมกนีตรอน', ' ', 'สปัตเตอริง']
212	213	การสังเคราะห์และวัดการนำไฟฟ้าของพอลิเมอร์อิเล็กโทรไลต์จากโพลิเอทิลีนไกลคอล เมทาคริเลตและสารเติมแต่งสำหรับเซลล์สุริยะแบบสีย้อม	2556	อ.ดร. พีระศักดิ์เภาประเสริฐ	คณะวิทยาศาสตร์และเทคโนโลยี			['การ', 'สังเคราะห์', 'และ', 'วัดการ', 'นำ', 'ไฟฟ้า', 'ของ', 'พอลิเมอร์อิเล็กโทรไลต์', 'จาก', 'โพลิเอทิลีนไกล', 'คอล', ' ', 'เมทา', 'คริเลต', 'และ', 'สารเติม', 'แต่ง', 'สำหรับ', 'เซลล์', 'สุริยะ', 'แบบ', 'สี', 'ย้อม']
213	214	การพัฒนาแผ่นฟิล์มจากแป้งข้าวเสริมสารสกัดจากสมุนไพรช่วยให้ปากสดชื่น	2556	อ.ดร. สุธีรา วัฒนกุล	คณะวิทยาศาสตร์และเทคโนโลยี			['การ', 'พัฒนา', 'แผ่น', 'ฟิล์ม', 'จาก', 'แป้ง', 'ข้าวเสริมสาร', 'สกัด', 'จาก', 'สมุนไพร', 'ช่วย', 'ให้', 'ปากสด', 'ชื่น']
214	215	ยางธรรมชาติอิพอกซิไดซ์และออร์กาโนเคลย์คอมโพสิต: คุณสมบัติและการประยุกต์ใช้	2556	อ.ดร. สุวดี ก้องพารากุล	คณะวิทยาศาสตร์และเทคโนโลยี			['ยาง', 'ธรรมชาติ', 'อิพอกซิไดซ์', 'และ', 'ออร์กาโนเคลย์คอมโพสิต', ':', ' ', 'คุณสมบัติ', 'และ', 'การ', 'ประยุกต์', 'ใช้']
215	216	การให้ผลผลิตของดอกพระจันทร์ (Ipomoea alba) และการสะสมสารต้านอนุมูลอิสระ	2556	ผศ.ดร. ภาณุมาศ ฤทธิไชย	คณะวิทยาศาสตร์และเทคโนโลยี			['การ', 'ให้', 'ผล', 'ผลิต', 'ของ', 'ดอก', 'พระจันทร์', ' ', '(', 'Ipomoea', ' ', 'alba', ')', ' ', 'และ', 'การ', 'สะสม', 'สาร', 'ต้าน', 'อนุมูล', 'อิสระ']
216	217	การบำบัดสี Reactive จากน้ำเสียโรงงานสิ่งทอด้วยราที่แยกได้จากประเทศไทย	2556	อ.ดร. นิรมล ศากยวงศ์	คณะวิทยาศาสตร์และเทคโนโลยี			['การ', 'บำบัด', 'สี', ' ', 'Reactive', ' ', 'จาก', 'น้ำ', 'เสีย', 'โรง', 'งาน', 'สิ่ง', 'ทอ', 'ด้วย', 'รา', 'ที่', 'แยก', 'ได้', 'จาก', 'ประเทศไทย']
217	218	การออกแบบและสร้างอุปกรณ์ขนาดพกพาสำหรับติดตามคุณภาพบางพารามิเตอร์ที่สำคัญในแหล่งน้ำธรรมชาติ	2556	ผศ.ดร. นภาพร ยังวิเศษ	คณะวิทยาศาสตร์และเทคโนโลยี			['การ', 'ออก', 'แบบ', 'และ', 'สร้าง', 'อุปกรณ์', 'ขนาด', 'พก', 'พา', 'สำหรับ', 'ติดตาม', 'คุณภาพ', 'บาง', 'พารามิเตอร์', 'ที่', 'สำคัญ', 'ใน', 'แหล่ง', 'น้ำ', 'ธรรมชาติ']
218	219	การออกแบบและพัฒนาอุปกรณ์ช่วยเดินสำหรับเด็กพิการทางสมอง	2556	ผศ.ดร. บรรยงค์  รุ่งเรืองด้วยบุญ	คณะวิศวกรรมศาสตร์			['การ', 'ออก', 'แบบ', 'และ', 'พัฒนา', 'อุปกรณ์', 'ช่วย', 'เดิน', 'สำหรับ', 'เด็ก', 'พิการ', 'ทาง', 'สมอง']
219	220	งานวิจัยและพัฒนาเครื่องอบแห้งยางแท่งเชิงพาณิชย์โดยใช้พลังงานไมโครเวฟร่วมกับลมร้อน และอินฟราเรด และระบบลำเลียงอย่างต่อเนื่อง (ทฤษฎีและการสร้างนวัตกรรม)	2556	ศ.ดร. ผดุงศักดิ์ รัตนเดโช	คณะวิศวกรรมศาสตร์			['งานวิจัยและ', 'พัฒนา', 'เครื่อง', 'อบ', 'แห้ง', 'ยาง', 'แท่ง', 'เชิง', 'พาณิชย์', 'โดย', 'ใช้', 'พลังงาน', 'ไมโครเวฟ', 'ร่วม', 'กับ', 'ลม', 'ร้อน', ' ', 'และ', 'อินฟราเรด', ' ', 'และ', 'ระบบ', 'ลำเลียง', 'อย่าง', 'ต่อเนื่อง', ' ', '(', 'ทฤษฎี', 'และ', 'การ', 'สร้าง', 'นวัตกรรม', ')']
220	221	การปรับปรุงสมบัติการรับแรงกระแทกของพอลิแลคติกแอซิดโดยใช้ยางธรรมชาติปรับสภาพ	2556	รศ.ดร. แคทลียา ปัทมพรหม	คณะวิศวกรรมศาสตร์			['การ', 'ปรับปรุง', 'สมบัติ', 'การ', 'รับ', 'แรง', 'กระแทก', 'ของ', 'พอลิแลคติก', 'แอซิด', 'โดย', 'ใช้', 'ยาง', 'ธรรมชาติ', 'ปรับ', 'สภาพ']
221	222	การจำลองกระบวนการดูดซับแก๊ส VCM ที่ปนเปื้อนในแก๊สไฮโดรเจนบนถ่านกำมันต์ปรับสภาพ	2556	รศ.ดร. นุรักษ์ กฤษดานุรักษ์	คณะวิศวกรรมศาสตร์			['การ', 'จำลอง', 'กระบวนการ', 'ดูดซับ', 'แก๊ส', ' ', 'VCM', ' ', 'ที่', 'ปนเปื้อน', 'ใน', 'แก๊ส', 'ไฮโดรเจน', 'บน', 'ถ่าน', 'กำมันต์ปรับ', 'สภาพ']
