	Unnamed: 0	Unnamed: 0.1	id	title	authors	publication	publish_date	publish_year	publish_month	type_id	doi	tokenized_title	year
3398	3398	3398	3622	Fatigue Crack Growth Behavior of Friction Stir Welding of 6063-T5 Aluminum Alloys	รศ.ดร.ศุภชัย  สุรพันธ์	Advanced Materials Research /ปี2011 /ฉบับ 146-147 /เดือน ตุลาคม /ปี 2010 /หน้า 1498-1501	2010			1		['Fatigue', ' ', 'Crack', ' ', 'Growth', ' ', 'Behavior', ' ', 'of', ' ', 'Friction', ' ', 'Stir', ' ', 'Welding', ' ', 'of', ' ', '6063', '-', 'T5', ' ', 'Aluminum Alloys']	2553.0
3399	3399	3399	3623	การออกแบบโครงสร้างระบบการผลิตแบบย้อนกลับ  สำหรับสินค้าอิเลคทรอนิกส์ในสมรัฐเท็กซัส (Reversed Production System Infrastructure Design for Electronic Procucts in the State of Texas)	ผศ.ดร.วุฒิชัย  วงษ์ทัศนีย์กร	Computer and Industrial Engineering /ปีที่ 62 /ฉบับ 1 /เดือนกุมภาพันธ์ /ปี 2012 /หน้า 129-140	2012			1		['การ', 'ออก', 'แบบ', 'โครงสร้าง', 'ระบบ', 'การ', 'ผลิต', 'แบบ', 'ย้อนกลับ', ' ', ' ', 'สำหรับ', 'สินค้า', 'อิเลคทรอนิกส์', 'ใน', 'สมรัฐ', 'เท็กซัส', ' ', '(', 'Reversed', ' ', 'Production', ' ', 'System', ' ', 'Infrastructure', ' ', 'Design', ' ', 'for', ' ', 'Electronic', ' ', 'Procucts', ' ', 'in', ' ', 'the', ' ', 'State', ' ', 'of', ' ', 'Texas', ')']	2555.0
3400	3400	3400	3624	อัลกอริทึมสามขั้นด้วยการแยกของเบนเดอร์ดสำหรับการหาค่าเหมาะที่สุดแบบโรบัสต์สัมพันธ์ ภายใต้การออกบบเชิงตัวประกอบแบบเต็มและความไม่แน่นอนของข้อมูล  (An Improved Three-Stage Algorithm with Eender's Decomposition for Relative Robust Optimization Under Full Fact	ผศ.ดร.วุฒิชัย  วงษ์ทัศนีย์กร	Interantional Transaction Journal of Engineering Management Applied Science and Technologise /ปีที่ 2 /ฉบับ 1 /เดือนมกราคม /ปี 2011 /หน้า 111-128	2011			1		"['อัลกอริทึม', 'สาม', 'ขั้น', 'ด้วย', 'การ', 'แยก', 'ของ', 'เบนเดอร์ด', 'สำหรับ', 'การ', 'หา', 'ค่า', 'เหมาะ', 'ที่สุด', 'แบบ', 'โรบัสต์', 'สัมพันธ์', ' ', 'ภาย', 'ใต้', 'การ', 'ออก', 'บบ', 'เชิง', 'ตัว', 'ประกอบ', 'แบบ', 'เต็ม', 'และ', 'ความ', 'ไม่', 'แน่นอน', 'ของ', 'ข้อมูล', ' ', ' ', '(', 'An', ' ', 'Improved', ' ', 'Three', '-', 'Stage', ' ', 'Algorithm', ' ', 'with', ' ', 'Eender', ""'"", 's', ' ', 'Decomposition', ' ', 'for', ' ', 'Relative', ' ', 'Robust', ' ', 'Optimization', ' ', 'Under', ' ', 'Full', ' ', 'Fact']"	2554.0
3401	3401	3401	3625	การประยุกต์ใช้วิธีฝูงผึ้งในการแก้ปัญหาการหาค่าเหมาะสมของอัตราผลผลิตของชิ้นส่วนประกอบฮาร์ดดิสก์ภายใต้เงื่อนไขงบประมาณและผลการประเมินคู่ค้าและการเปรียบเทียบประสิทธิภาพของฮิวริสติก  (Bee  Algorithm for Solving Yield Optimization Problem for Hard Disk Drive C	ผศ.ดร.วุฒิชัย  วงษ์ทัศนีย์กร	Lecture Notes in Electrical Engineering 103 (Intelligent Automation and Systems Engineering) /ปีที่ 103 /ปี 2011 /หน้า 203-216	2011			1		['การ', 'ประยุกต์', 'ใช้', 'วิธี', 'ฝูง', 'ผึ้ง', 'ใน', 'การ', 'แก้', 'ปัญหา', 'การ', 'หา', 'ค่า', 'เหมาะสม', 'ของ', 'อัตรา', 'ผล', 'ผลิต', 'ของ', 'ชิ้นส่วน', 'ประกอบ', 'ฮาร์ด', 'ดิสก์', 'ภาย', 'ใต้', 'เงื่อนไข', 'งบ', 'ประมาณ', 'และ', 'ผล', 'การ', 'ประเมิน', 'คู่ค้า', 'และ', 'การ', 'เปรียบเทียบ', 'ประสิทธิภาพ', 'ของ', 'ฮิวริสติก', ' ', ' ', '(', 'Bee', ' ', ' ', 'Algorithm', ' ', 'for', ' ', 'Solving', ' ', 'Yield', ' ', 'Optimization', ' ', 'Problem', ' ', 'for', ' ', 'Hard', ' ', 'Disk', ' ', 'Drive', ' ', 'C']	2554.0
3402	3402	3402	3626	การประยุกต์ใช้วิธีฟัซซี่สำหรับปัญหาการมอบหมายงานหลายวัตถุประสงค์ของเครื่องจักรในโรงงานผลิตชิ้นส่วนอิเลคทรอนิสก์  (Applying Fuzzy Technique for Multi-Objective Machine Assignment Problem in Electronic part Factory)	ผศ.ดร.วุฒิชัย  วงษ์ทัศนีย์กร	วิศวกรรมสาร มข. /ปีที่ 38 /ฉบับ 2 /เดือนเมษายน - มิถุนายน /ปี 2554 /หน้า 117-128	2554			1		['การ', 'ประยุกต์', 'ใช้', 'วิธี', 'ฟัซ', 'ซี่', 'สำหรับ', 'ปัญหา', 'การ', 'มอบหมาย', 'งาน', 'หลาย', 'วัตถุประสงค์', 'ของ', 'เครื่อง', 'จักร', 'ใน', 'โรง', 'งาน', 'ผลิต', 'ชิ้นส่วน', 'อิเลคทรอนิสก์', ' ', ' ', '(', 'Applying', ' ', 'Fuzzy', ' ', 'Technique', ' ', 'for', ' Multi', '-', 'Objective', ' ', 'Machine', ' ', 'Assignment', ' ', 'Problem', ' ', 'in', ' ', 'Electronic', ' ', 'part', ' ', 'Factory', ')']	2554.0
3403	3403	3403	3627	ปัจจัยแห่งความสำเร็จหลักของการจัดการผลผลิตทั่วทั้งองค์กร  (TPM)  สำหรับอุตสาหกรรมกระดาษและกล่องกระดาษลูกฟูก  (Critical Success Factors of Total Productivity Management (TPM) for Paper and Corrugated Box Industry)	รศ.ดร.จิรรัตน์  ธีระวราพฤกษ์	วารสารวิทยาศาสตร์และเทคโนโลยี /ปีที่ 18 /ฉบับ 2 /เดือนเมษายน-มิถุนายน /ปี 2553 /หน้า 59-57	2553			1		['ปัจจัย', 'แห่ง', 'ความ', 'สำเร็จ', 'หลัก', 'ของ', 'การ', 'จัด', 'การ', 'ผล', 'ผลิต', 'ทั่ว', 'ทั้ง', 'องค์กร', ' ', ' ', '(', 'TPM', ')', ' ', ' ', 'สำหรับ', 'อุตสาหกรรม', 'กระดาษ', 'และ', 'กล่อง', 'กระดาษ', 'ลูก', 'ฟูก', ' ', ' ', '(', 'Critical', ' ', 'Success', ' ', 'Factors', ' ', 'of', ' ', 'Total', ' ', 'Productivity', ' ', 'Management', ' ', '(', 'TPM', ')', ' ', 'for', ' ', 'Paper', ' ', 'and', ' ', 'Corrugated', ' ', 'Box', ' ', 'Industry', ')']	2553.0
3404	3404	3404	3628	Relationship model and Supporting Activities of JIT TQM TPM	รศ.ดร.จิรรัตน์  ธีระวราพฤกษ์	Songklanakarin Journal of Science and Technolgy /ปีที่ 33 /ฉบับ 1 /เดือนมกราคม -กุมภาพันธ์ /ปี 2554 /หน้า 101-106	2554			1		['Relationship', ' ', 'model', ' ', 'and', ' ', 'Supporting', ' ', 'Activities', ' ', 'of', ' ', 'JIT', ' ', 'TQM', ' ', 'TPM']	2554.0
3405	3405	3405	3629	Determining Appropriate Settings for Automatic TIG Welding Machine : A Case Study of Aviation Component 	รศ.ดร.จิรรัตน์  ธีระวราพฤกษ์	วารสารบริหารธุรกิจเทคโนโลยีมหานคร /ปีที่ 8 /ฉบับ 1 /เดือนมกราคม  มิถุนายน /ปี 2554 /หน้า 47-58	2554			1		['Determining', ' ', 'Appropriate', ' ', 'Settings', ' ', 'for', ' ', 'Automatic', ' ', 'TIG', ' ', 'Welding', ' ', 'Machine', ' ', ':', ' ', 'A', ' ', 'Case', ' ', 'Study', ' ', 'of', ' ', 'Aviation', ' ', 'Component', ' ']	2554.0
3406	3406	3406	3630	การศึกษาเปรียบเทียบระบบโลจิสติกส์การค้าไทย -ลาว ระหว่างผ่านสะพานมิตรภาพแห่งที่ 1 และผ่านเส้นทางรถไฟหนองคาย - ท่านาแล้ง	รศ.ดร.จิรรัตน์  ธีระวราพฤกษ์	วารสาร Thai VCML /ปีที่ 3 /ฉบับ 1 /เดือนมิถุนายน /ปี 2553 /หน้า 109-116	2553			1		['การ', 'ศึกษา', 'เปรียบเทียบ', 'ระบบ', 'โลจิสติกส์', 'การ', 'ค้า', 'ไทย', ' ', '-', 'ลาว', ' ', 'ระหว่าง', 'ผ่าน', 'สะพานมิตรภาพ', 'แห่ง', 'ที่', ' ', '1', ' ', 'และ', 'ผ่าน', 'เส้นทาง', 'รถไฟ', 'หนองคาย', ' ', '-', ' ', 'ท่า', 'นา', 'แล้ง']	2553.0
3407	3407	3407	3631	An Application of Genetic Algorithm for Non-Restricted Space and Pre-Determined Length Width Ratio Facility Layout Problem 	รศ.ดร.จิรรัตน์  ธีระวราพฤกษ์	International Transaction Journal of Engineering Management & Applied Sciences & Technologies /ปีที่   2 /ฉบับที่ 4 /เดิอน ตุลาคม /ปี2554 / หน้า 385-403	2554			1		['An', ' ', 'Application', ' ', 'of', ' ', 'Genetic', ' ', 'Algorithm', ' ', 'for', ' Non', '-', 'Restricted', ' ', 'Space', ' ', 'and', ' ', 'Pre', '-', 'Determined', ' ', 'Length', ' ', 'Width', ' Ratio', ' ', 'Facility', ' ', 'Layout', ' ', 'Problem', ' ']	2554.0
3408	3408	3408	3632	การประยุกต์ใช้แนวคิด  COSO ในการออกแบบความเชื่อมโยง  (Application of COSO Concept to Linkage Design)	รศ.ดร.จิรรัตน์  ธีระวราพฤกษ์	วารสารบริหารธุรกิจเทคโนโลยีมหานคร /ปีที่ 8 /ฉบับ 1 /เดือนมกราคม  มิถุนายน /ปี 2554 /หน้า 59-67	2554			1		['การ', 'ประยุกต์', 'ใช้', 'แนว', 'คิด', ' ', ' ', 'COSO', ' ', 'ใน', 'การ', 'ออก', 'แบบ', 'ความ', 'เชื่อมโยง', ' ', ' ', '(', 'Application', ' ', 'of', ' ', 'COSO Concept', ' ', 'to', ' ', 'Linkage', ' ', 'Design', ')']	2554.0
3409	3409	3409	3633	The Economics of an Investment in Kaizen	รศ.ดร.ดนุพันธ์  วิสุวรรณ	IAENG Transactions on Engineering Technologies /ปีที่ 5 /ปี 2010 /หน้า  358-371	2010			1		['The', ' ', 'Economics', ' ', 'of', ' ', 'an', ' ', 'Investment', ' ', 'in', ' ', 'Kaizen']	2553.0
3410	3410	3410	3634	Determination of the Proper Quaality Costs Paramenters via Variable Step Size Steepest Descent Algorithm	รศ.ดร.ดนุพันธ์  วิสุวรรณ	World Academy of Science  Engineering and Technology /ปีที่ 2011 /ฉบับที่ 80 /เดือน สิงหาคม /ปี 2011 /หน้า 123-128 	2011			1		['Determination', ' ', 'of', ' ', 'the', ' ', 'Proper', ' ', 'Quaality', ' ', 'Costs', ' Paramenters via Variable', ' ', 'Step', ' ', 'Size', ' ', 'Steepest', ' ', 'Descent', ' ', 'Algorithm']	2554.0
3411	3411	3411	3635	Preemptive Possibilistic Programming Application to Aggregate Production Planning	รศ.ดร.บุษบา  พฤกษาพันธุ์รัตน์	World Academy of Science  Engineering and Technology /ปีที่ 2011 /ฉบับที่ 80 /หน้า 473-480 	2011			1		['Preemptive ', 'Possibilistic', ' ', 'Programming', ' ', 'Application', ' ', 'to', ' ', 'Aggregate', ' ', 'Production', ' ', 'Planning']	2554.0
3412	3412	3412	3636	A Fuzzy Goal Programming for a Multi-Depot Distribution Problem	รศ.ดร.บุษบา  พฤกษาพันธุ์รัตน์	IAENG Transactions on Engineering Technologies /ปี 2010 /หน้า  192-206	2010			1		['A', ' ', 'Fuzzy', ' ', 'Goal', ' ', 'Programming', ' ', 'for', ' ', 'a ', 'Multi', '-', 'Depot', ' ', 'Distribution', ' ', 'Problem']	2553.0
3413	3413	3413	3637	Aggregate Production Planning with Fuzzy Demand and Variable System Capacity Based on Theory of Constraints Measures	รศ.ดร.บุษบา  พฤกษาพันธุ์รัตน์	International Journal of Industrial Engineering : Theory Applications and Practice /ปีที่ 2011 /ฉบับที่ 18 /เล่มที่ 5 /หน้า 219-231	2011			1		['Aggregate', ' ', 'Production', ' ', 'Planning', ' ', 'with', ' ', 'Fuzzy', ' ', 'Demand', ' ', 'and', ' ', 'Variable', ' ', 'System', ' ', 'Capacity', ' ', 'Based', ' ', 'on', ' ', 'Theory', ' ', 'of', ' ', 'Constraints', ' ', 'Measures']	2554.0
3414	3414	3414	3638	Flexible Printed Circuit Process Improvement via Interchangeable Linear Constrained Response Surface Optimisation Models	รศ.ดร.พงศ์ชนัน  เหลืองไพบูลย์	Silpakorn University Science and Technolgy Jorunal /ปีที่ 5 /เล่มที่ 2 /ปี 2011 /หน้า 9-18	2011			1		['Flexible', ' ', 'Printed', ' ', 'Circuit', ' ', 'Process', ' ', 'Improvement', ' ', 'via Interchangeable', ' ', 'Linear', ' ', 'Constrained', ' ', 'Response', ' ', 'Surface', ' ', 'Optimisation', ' ', 'Models']	2554.0
3415	3415	3415	3639	Implementation of Lean System on Erbium Dped Fibre Amplifier Manufacturing Process to Reduce Production Time	รศ.ดร.พงศ์ชนัน  เหลืองไพบูลย์	IAENG Transactions on Engineering Technologies /ปีที่ 5 /ฉบับที่ 1 /เล่มที่ 1 /ปี 2010 /หน้า  372-386	2010			1		['Implementation', ' ', 'of', ' ', 'Lean', ' ', 'System', ' ', 'on', ' ', 'Erbium', ' ', 'Dped', ' ', 'Fibre', ' ', 'Amplifier', ' Manufacturing', ' ', 'Process', ' ', 'to', ' ', 'Reduce', ' ', 'Production', ' ', 'Time']	2553.0
3416	3416	3416	3640	Hybridisations of Variable Neighbourhood Search and Modified Simplex Elements to Harmony Search and Shuffled Frog Leaping  Algorithms for Process  Optimisations	รศ.ดร.พงศ์ชนัน  เหลืองไพบูลย์	IAENG Transactions on Engineering Technologies /ปีที่ 5 /ฉบับที่ 1 /เล่มที่ 1 /ปี 2010 /หน้า  44-58	2010			1		['Hybridisations', ' ', 'of', ' ', 'Variable', ' ', 'Neighbourhood', ' ', 'Search', ' ', 'and', ' ', 'Modified', ' ', 'Simplex', ' ', 'Elements', ' ', 'to', ' ', 'Harmony', ' ', 'Search', ' ', 'and', ' ', 'Shuffled', ' ', 'Frog', ' ', 'Leaping', ' ', ' ', 'Algorithms', ' ', 'for', ' ', 'Process', ' ', ' ', 'Optimisations']	2553.0
3417	3417	3417	3641	Harmony Search Algorithm with Various Evolutionary Elements for Fuzzy Aggregate Production Planning	รศ.ดร.พงศ์ชนัน  เหลืองไพบูลย์	Lecture Notes in Electrical Engineering /ปีที่ 110 /ปี 2012 /หน้า  189-201	2012			1		['Harmony', ' ', 'Search Algorithm', ' ', 'with', ' ', 'Various', ' ', 'Evolutionary', ' ', 'Elements', ' ', 'for', ' ', 'Fuzzy', ' ', 'Aggregate', ' ', 'Production', ' ', 'Planning']	2555.0
3418	3418	3418	3642	Improving and Electrostatic Powder Coating Process via Signal to Noise Resporuse Surface	รศ.ดร.พงศ์ชนัน  เหลืองไพบูลย์	Am J Applied Sci /ปีที่ 7 /ฉบับที่ 11 /ปี 2010 /หน้า  1521-1527	2010			1		['Improving', ' ', 'and', ' ', 'Electrostatic', ' ', 'Powder', ' ', 'Coating', ' ', 'Process', ' ', 'via', ' ', 'Signal', ' ', 'to', ' ', 'Noise', ' ', 'Resporuse', ' ', 'Surface']	2553.0
3419	3419	3419	3643	Constrained Response Surface Optimization for a Laser Beam Welding Process	รศ.ดร.พงศ์ชนัน  เหลืองไพบูลย์	Journal of Mathematics and Statistics /ปีที่ 7 /ฉบับที่ 1 /ปี 2011 /หน้า  5-11	2011			1		['Constrained', ' ', 'Response', ' ', 'Surface', ' ', 'Optimization', ' ', 'for', ' ', 'a', ' ', 'Laser', ' ', 'Beam', ' ', 'Welding', ' ', 'Process']	2554.0
3420	3420	3420	3644	Weighted Centroid Modified Simplex and Linear Constrained Response Surface Optimization Methods for the Xbar-R Chart Variable Determination	รศ.ดร.พงศ์ชนัน  เหลืองไพบูลย์	Journal of  Computer Science /ปีที่ 7 /เล่มที่ 6 /ปี 2011 /หน้า  836-843	2011			1		['Weighted', ' ', 'Centroid', ' ', 'Modified', ' ', 'Simplex', ' ', 'and', ' ', 'Linear', ' ', 'Constrained', ' ', 'Response', ' ', 'Surface', ' ', 'Optimization', ' ', 'Methods', ' ', 'for', ' ', 'the', ' ', 'Xbar', '-', 'R', ' ', 'Chart', ' Variable', ' ', 'Determination']	2554.0
3421	3421	3421	3645	Noisy Response Surface Optimisations Via Harmony Search Algorithm and its Hybridisations	รศ.ดร.พงศ์ชนัน  เหลืองไพบูลย์	Journal of  Applied Operational Research /ปีที่ 3 /เล่มที่ 1 /ปี 2011 /หน้า  45-67	2011			1		['Noisy', ' ', 'Response', ' ', 'Surface', ' ', 'Optimisations', ' ', 'Via', ' ', 'Harmony', ' ', 'Search Algorithm', ' ', 'and', ' ', 'its', ' ', 'Hybridisations']	2554.0
3422	3422	3422	3646	Continuous Stirred Tank Reactor Optimisation Via Simulated Annealing  Firefly and Ant Colony Optimisation Elements on the Steepest Ascent	รศ.ดร.พงศ์ชนัน  เหลืองไพบูลย์	Internation Journal of  Machine Learning and Computing /ปีที่ 1 /เล่มที่ 1 /ปี 2011 /หน้า  58-65	2011			1		['Continuous', ' ', 'Stirred', ' ', 'Tank', ' ', 'Reactor', ' ', 'Optimisation', ' ', 'Via', ' ', 'Simulated', ' ', 'Annealing', ' ', ' ', 'Firefly', ' ', 'and', ' ', 'Ant', ' ', 'Colony ', 'Optimisation', ' ', 'Elements', ' ', 'on', ' ', 'the', ' ', 'Steepest', ' ', 'Ascent']	2554.0
3423	3423	3423	3647	Simulated Annealing and its Hybridisation on Noisy and Constrained Response Surface Optimisations	รศ.ดร.พงศ์ชนัน  เหลืองไพบูลย์	Simulated Annealing Theory with Applications  /ปี 2010 /หน้า  253-273	2010			1		['Simulated', ' ', 'Annealing', ' ', 'and', ' ', 'its', ' ', 'Hybridisation', ' ', 'on', ' ', 'Noisy', ' ', 'and', ' ', 'Constrained', ' ', 'Response', ' ', 'Surface', ' ', 'Optimisations']	2553.0
3424	3424	3424	3648	Modified and Super Modified Simplex Methods to Determine Economic Consrol Chart Parameters 	รศ.ดร.พงศ์ชนัน  เหลืองไพบูลย์	International Journal of Emerging Technologies and Applications in Engineering Technology and Sciences (IJ-ETA-ETS)  /ปีที่ 3 / ฉบับที่ 1 /ปี 2010 /หน้า  534-544	2010			1		['Modified', ' ', 'and', ' ', 'Super', ' ', 'Modified', ' ', 'Simplex', ' ', 'Methods', ' ', 'to', ' ', 'Determine', ' ', 'Economic', ' ', 'Consrol', ' ', 'Chart', ' ', 'Parameters', ' ']	2553.0
3425	3425	3425	3649	Bee Parameter Determination via Weighted Centriod Modified Simplex and Constrained Response Surface Optimisation Methods 	รศ.ดร.พงศ์ชนัน  เหลืองไพบูลย์	World Academy of Science Engineering and Technology  /ปีที่ 80 /ปี 2011 /หน้า  434-440	2011			1		['Bee', ' ', 'Parameter', ' Determination', ' ', 'via ', 'Weighted', ' ', 'Centriod', ' ', 'Modified', ' ', 'Simplex', ' ', 'and', ' ', 'Constrained', ' ', 'Response', ' ', 'Surface', ' ', 'Optimisation', ' ', 'Methods', ' ']	2554.0
3426	3426	3426	3650	Multi Order Production Planing for Parallel Working Machine by Maximizing Makespan	ผศ.ดร.เสมอจิตร  หอมรสสุคนธ์	IAENG Transactions on Engineering Technologies /ปีที่ 5 /ปี 2010 /หน้า  331-345	2010			1		['Multi ', 'Order', ' ', 'Production', ' ', 'Planing', ' ', 'for', ' ', 'Parallel', ' ', 'Working', ' ', 'Machine', ' ', 'by', ' ', 'Maximizing', ' Makespan']	2553.0
3427	3427	3427	3651	Constrained Response Surface Optimisation and Taguchi Methods for Precisely Atomising Spraying Process	ผศ.ดร.เสมอจิตร  หอมรสสุคนธ์	IAENG Transactions on Engineering Technologies /ปีที่ 5 /ปี 2010 /หน้า  286-300	2010			1		['Constrained', ' ', 'Response', ' ', 'Surface', ' ', 'Optimisation', ' ', 'and', ' ', 'Taguchi', ' Methods', ' ', 'for', ' ', 'Precisely', ' ', 'Atomising', ' ', 'Spraying', ' ', 'Process']	2553.0
3428	3428	3428	3652	Six sigma Solutions and its Benefit-Cost Ratio for Quality Improvement	ผศ.ดร.เสมอจิตร  หอมรสสุคนธ์	World Academy of Science  Engineering and Technology /ปีที่ 2011 /ฉบับที่ 80 /เดือน สิงหาคม /ปี 2011 /หน้า 520-528 	2011			1		['Six', ' ', 'sigma', ' ', 'Solutions', ' ', 'and', ' ', 'its', ' ', 'Benefit', '-', 'Cost', ' ', 'Ratio', ' ', 'for', ' ', 'Quality', ' ', 'Improvement']	2554.0
3429	3429	3429	3653	การประยุกต์ใช้ระบบบริหารสินค้าคงคลังสำหรับวัตถุดิบที่เน่าเสียได้กรณีศึกษาโรงงานผลิตปลากระป๋อง  (Applying Inventory Management Systems for Perishable Goods : Case Study of Canned Fish Factory)	ผศ.ดร.วุฒิชัย  วงษ์ทัศนีย์กร	วารสารวิชาการด้านวิทยาศาสตร์และเทคโนโลยี(ภาษาไทย) มหาวิทยาลัยธรรมศาสตร์ /ปีที่ 19 /ฉบับที่ 4 /เดือน ตุลาคม-ธันวาคม /ปี 2554 /หน้า 15-29	2554			1		['การ', 'ประยุกต์', 'ใช้', 'ระบบ', 'บริหาร', 'สินค้า', 'คงคลัง', 'สำหรับ', 'วัตถุ', 'ดิบ', 'ที่', 'เน่าเสีย', 'ได้', 'กรณี', 'ศึกษา', 'โรง', 'งาน', 'ผลิต', 'ปลา', 'กระป๋อง', ' ', ' ', '(', 'Applying', ' ', 'Inventory', ' ', 'Management', ' ', 'Systems', ' ', 'for', ' ', 'Perishable', ' ', 'Goods', ' ', ':', ' ', 'Case', ' ', 'Study', ' ', 'of', ' ', 'Canned', ' ', 'Fish', ' ', 'Factory', ')']	2554.0
3430	3430	3430	3654	การเคลือบผิวด้วย EDC บนทังสเตนคาร์ไบด์ด้วยผงไทเทเนียมในสารตัวกลาง (Surface Modification of Tungsten Carbide by Electrical Discharge Coationg (EDC) using a Titanium Powder Suspension)	ผศ.ดร.อภิวัฒน์  มุตตามระ	Appied Surface Science /Vol. 258 /Issue 19 /เดือน มีนาคม /ปี 2555 /หน้า 7255-7265	2555			1		['การ', 'เคลือบ', 'ผิว', 'ด้วย', ' ', 'EDC', ' ', 'บน', 'ทัง', 'สเตนคาร์ไบด์', 'ด้วย', 'ผงไทเทเนียม', 'ใน', 'สาร', 'ตัว', 'กลาง', ' ', '(', 'Surface', ' ', 'Modification', ' ', 'of', ' ', 'Tungsten', ' ', 'Carbide', ' ', 'by', ' ', 'Electrical', ' ', 'Discharge', ' ', 'Coationg', ' ', '(', 'EDC', ')', ' ', 'using', ' ', 'a', ' ', 'Titanium ', 'Powder', ' ', 'Suspension', ')']	2555.0
3431	3431	3431	3655	Total Quality Management (TQM) Strategy and Organisational Characteristics : Evidence From a Racent WTO Member	รศ.ดร.ตรีทศ  เหล่าศิริหงษ์ทอง	Total Quality Manaqement & Business Excellence /ปีที่ 21 /เล่มที่ 9 /เดือนกันยายน /ปี 2010 /หน้า 931-951	2010			1		['Total', ' ', 'Quality', ' ', 'Management', ' ', '(', 'TQM', ')', ' ', 'Strategy', ' ', 'and', ' ', 'Organisational ', 'Characteristics', ' ', ':', ' ', 'Evidence', ' ', 'From', ' ', 'a', ' ', 'Racent', ' ', 'WTO', ' ', 'Member']	2553.0
3432	3432	3432	3656	ผลกระทบของฝุ่นทรายไส้แบบที่มีต่อความทนทานของคอนกรีต  (Effects  of  Foundry Sand  Powder  Upon  Durability  of  Concrete)  	รศ.ดร.บุรฉัตร  ฉัตรวีระ	วิศวกรรมสารฉบับวิจัยและพัฒนา / ปีที่ 19 / ฉบับที่ 3 / ปี 2551 / หน้า 1 - 13 	2551			1		['ผล', 'กระทบ', 'ของ', 'ฝุ่น', 'ทราย', 'ไส้', 'แบบ', 'ที่', 'มี', 'ต่อ', 'ความ', 'ทนทาน', 'ของ', 'คอนกรีต', ' ', ' ', '(', 'Effects', ' ', ' ', 'of', ' ', ' ', 'Foundry', ' ', 'Sand', ' ', ' ', 'Powder', ' ', ' ', 'Upon', ' ', ' ', 'Durability', ' ', ' ', 'of', ' ', ' ', 'Concrete', ')', ' ', ' ']	2551.0
3433	3433	3433	3657	ผลของผงฝุ่นทรายไส้แบบกลุ่ม Green Sand and Molding Waste (GSW) จากการหล่อชิ้นส่วนเครื่องยนต์ต่อคุณสมบัติเชิงกลของคอนกรีต  (Effect  of  Fuondry  Sand  Powder  (Green  Sand  Molding Waste (GSW) From Engine Parts Casting Upoon  Mechanical Properties of Concre	รศ.ดร.บุรฉัตร  ฉัตรวีระ	วารสารวิจัยและพัฒนา มจธ. / ปีที่ 31 / ฉบับที่ 1 / เดือน มกราคม - มีนาคม / ปี 2551 / หน้า 158 - 175 	2551			1		['ผล', 'ของ', 'ผง', 'ฝุ่น', 'ทราย', 'ไส้', 'แบบ', 'กลุ่ม', ' ', 'Green', ' ', 'Sand', ' ', 'and', ' ', 'Molding', ' ', 'Waste', ' ', '(', 'GSW', ')', ' ', 'จาก', 'การ', 'หล่อ', 'ชิ้นส่วน', 'เครื่อง', 'ยนต์', 'ต่อ', 'คุณสมบัติ', 'เชิง', 'กล', 'ของ', 'คอนกรีต', ' ', ' ', '(', 'Effect', ' ', ' ', 'of', ' ', ' ', 'Fuondry', ' ', ' ', 'Sand', ' ', ' ', 'Powder', ' ', ' ', '(', 'Green', ' ', ' ', 'Sand', ' ', ' ', 'Molding', ' ', 'Waste', ' ', '(', 'GSW', ')', ' ', 'From ', 'Engine', ' ', 'Parts', ' ', 'Casting', ' ', 'Upoon', ' ', ' ', 'Mechanical', ' ', 'Properties', ' ', 'of', ' ', 'Concre']	2551.0
3434	3434	3434	3658	คุณสมบัติทางกายภาพของวัสดุซีเมนต์ที่แข็งตัวแล้วภายใต้การบ่มด้วยพลังงานไมโครเวฟร่วมกับระบบสายพานลำเลียงต่อเอง (Physical Properties of Hardened Cement-Based Materials Under Curing with Microwave Energy Coorperating with Continuous Belt Thermal Processor)	รศ.ดร.บุรฉัตร  ฉัตรวีระ	วิศวกรรมสารฉบับวิจัยและพัฒนา / ปีที่ 19 / ฉบับที่ 2 / ปี 2551 / หน้า 50 - 58 	2551			1		['คุณสมบัติ', 'ทาง', 'กายภาพ', 'ของ', 'วัสดุ', 'ซีเมนต์', 'ที่', 'แข็ง', 'ตัว', 'แล้ว', 'ภาย', 'ใต้', 'การ', 'บ่ม', 'ด้วย', 'พลังงาน', 'ไมโครเวฟ', 'ร่วม', 'กับ', 'ระบบ', 'สายพาน', 'ลำเลียง', 'ต่อ', 'เอง', ' ', '(', 'Physical', ' ', 'Properties', ' ', 'of', ' ', 'Hardened', ' ', 'Cement', '-', 'Based', ' ', 'Materials', ' ', 'Under', ' ', 'Curing', ' ', 'with', ' ', 'Microwave', ' ', 'Energy', ' ', 'Coorperating', ' ', 'with', ' ', 'Continuous', ' ', 'Belt', ' ', 'Thermal', ' ', 'Processor', ')']	2551.0
