	Unnamed: 0	id	name	year	start_date	end_date	status	title	first_name	last_name	granter	tokenized_title
868	868	869	อบรมพัฒนาการคิดวิเคราะห์เชิงระบบแบบองค์รวม (Creative Integrative Thinking and Functional Alignment (CITFA))	2553	9/29/2010	1/29/2011	ปิดโครงการ	อาจารย์ ดร.	นพพร	เรืองวานิช	สำนักงานมาตรฐานผลิตภัณฑ์อุตสาหกรรม	['อบรม', 'พัฒนาการ', 'คิด', 'วิเคราะห์', 'เชิง', 'ระบบ', 'แบบ', 'องค์', 'รวม', ' ', '(', 'Creative', ' ', 'Integrative', ' ', 'Thinking', ' ', 'and', ' ', 'Functional', ' ', 'Alignment', ' ', '(', 'CITFA', ')', ')']
869	869	870	ศึกษากลยุทธ์การส่งเสริมและประชาสัมพันธ์มาตรฐานผลิตภัณฑ์ชุมชน	2553	9/29/2010	3/27/2011	ปิดโครงการ	อาจารย์ ดร.	นพพร	เรืองวานิช	สำนักงานมาตรฐานผลิตภัณฑ์อุตสาหกรรม	['ศึกษา', 'กลยุทธ์', 'การ', 'ส่งเสริม', 'และ', 'ประชาสัมพันธ์', 'มาตรฐาน', 'ผลิตภัณฑ์', 'ชุมชน']
870	870	871	ฝึกอบรมหลักสูตร Strategic thinking for managers	2553	7/12/2010	10/30/2010	ปิดโครงการ	อาจารย์ ดร.	นพพร	เรืองวานิช	ธนาคารกรุงเทพ จำกัด (มหาชน)	['ฝึกอบรม', 'หลักสูตร', ' ', 'Strategic', ' ', 'thinking', ' ', 'for', ' ', 'managers']
871	871	872	พัฒนางานด้านการยศาสตร์เพื่อปรับปรุงงานของบริษัท กรุงเทพ ซินธิติกส์ จำกัด และบีเอสที อิลาสโตเมอร์ส จำกัด	2553	9/1/2010	2/28/2011	ปิดโครงการ	ผู้ช่วยศาสตราจารย์	นริศ	เจริญพร	บริษัท กรุงเทพ ซินธิติกส์ จำกัด	['พัฒนา', 'งาน', 'ด้าน', 'การ', 'ยศาสตร์', 'เพื่อ', 'ปรับปรุง', 'งาน', 'ของ', 'บริษัท กรุงเทพ', ' ซินธิติกส์ จำกัด', ' ', 'และ', 'บีเอสที', ' ', 'อิลาสโตเมอร์ส จำกัด']
872	872	873	การบริการตรวจวิเคราะห์หาเชื้อโคลิฟอร์มแบคทีเรียที่ปนเปื้อนในมือของผู้ประกอบอาหารทั้งหมดของมหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต	2553	3/10/2010	3/28/2010	ปิดโครงการ	ดร.	นิรวรรณ	แสนโพธิ์	กองงานศูนย์รังสิต	['การ', 'บริการ', 'ตรวจ', 'วิเคราะห์', 'หา', 'เชื้อ', 'โคลิฟอร์ม', 'แบคทีเรีย', 'ที่', 'ปนเปื้อน', 'ใน', 'มือ', 'ของ', 'ผู้', 'ประกอบ', 'อาหาร', 'ทั้งหมด', 'ของ', 'มหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต']
873	873	874	เพิ่มศักยภาพการผลิตของอุตสาหกรรมอาหารไทยสู่หลักการปฏิบัติที่เป็นเลิศในการผลิตและรักษาระบบ Green Productivity เพื่อการผลิตอาหารอย่างยั่งยืน	2553	1/8/2010	8/31/2010	ปิดโครงการ	รองศาสตราจารย์ ดร.	นุรักษ์	กฤษดานุรักษ์	สถาบันอาหาร	['เพิ่ม', 'ศักยภาพ', 'การ', 'ผลิต', 'ของ', 'อุตสาหกรรม', 'อาหาร', 'ไทย', 'สู่', 'หลักการ', 'ปฏิบัติ', 'ที่', 'เป็น', 'เลิศ', 'ใน', 'การ', 'ผลิต', 'และ', 'รักษา', 'ระบบ', ' ', 'Green', ' ', 'Productivity', ' ', 'เพื่อ', 'การ', 'ผลิต', 'อาหาร', 'อย่าง', 'ยั่งยืน']
874	874	875	การสังเคราะห์สารประกอบซิลิกา สำหรับดูดซับก๊าซ HCI และ Vinyl Chloride เฟสที่ 2 : การพัฒนาเพิ่มเติม-ยืนยันผล-การขึ้นรูป และ Hydrodynamics	2553	6/17/2010	5/17/2011	ปิดโครงการ	รองศาสตราจารย์ ดร.	นุรักษ์	กฤษดานุรักษ์	บริษัท ปตท. จำกัด (มหาชน)	['การ', 'สังเคราะห์', 'สาร', 'ประกอบ', 'ซิลิกา', ' ', 'สำหรับ', 'ดูดซับ', 'ก๊าซ', ' ', 'HCI', ' ', 'และ', ' ', 'Vinyl', ' ', 'Chloride', ' ', 'เฟส', 'ที่', ' ', '2', ' ', ':', ' ', 'การ', 'พัฒนา', 'เพิ่มเติม', '-', 'ยืนยัน', 'ผล', '-', 'การ', 'ขึ้น', 'รูป', ' ', 'และ', ' ', 'Hydrodynamics']
875	875	876	Magnetic Recording Head Wafer Technology and Magnetic Recording Head Technology(2)	2553	10/1/2009	7/31/2010	อยู่ระหว่างดำเนินงาน	ผู้ช่วยศาสตราจารย์	เบญญา	เชิดหิรัญกร	บริษัท เวสเทิร์น ดิจิตอล (ประเทศไทย) จำกัด	['Magnetic', ' ', 'Recording', ' ', 'Head', ' ', 'Wafer', ' ', 'Technology', ' ', 'and', ' ', 'Magnetic', ' ', 'Recording', ' ', 'Head', ' ', 'Technology', '(', '2', ')']
876	876	877	ศึกษามาตรการดำเนินการรองรับการเข้าเป็นภาคีอนุสัญญาระหว่างประเทศว่าด้วยการคุ้มครองมิให้บุคคลถูกบังคับให้สูญหาย	2553	2/26/2010	10/26/2010	ปิดโครงการ	อาจารย์ ดร.	ปกป้อง	ศรีสนิท	กรมคุ้มครองสิทธิและเสรีภาพ	['ศึกษา', 'มาตรการ', 'ดำเนิน', 'การ', 'รองรับ', 'การ', 'เข้า', 'เป็น', 'ภาคี', 'อนุสัญญา', 'ระหว่าง', 'ประเทศ', 'ว่า', 'ด้วย', 'การ', 'คุ้มครอง', 'มิ', 'ให้', 'บุคคล', 'ถูก', 'บังคับ', 'ให้', 'สูญหาย']
877	877	878	กิจกรรมติดตามและประเมินผล ภายใต้โครงการพัฒนาขีดความสามารถในการแข่งขันของอุตสาหกรรมไทยด้วยเทคโนโลยีสารสนเทศ (ECIT : Enhancing SMEs Competitiveness Through IT)	2553	3/31/2010	9/30/2010	ปิดโครงการ	รองศาสตราจารย์	ปกรณ์	เสริมสุข	สำนักพัฒนาผู้ประกอบการ กรมส่งเสริมอุตสาหกรรม 	['กิจกรรม', 'ติดตาม', 'และ', 'ประเมิน', 'ผล', ' ', 'ภาย', 'ใต้', 'โครงการ', 'พัฒนา', 'ขีด', 'ความ', 'สามารถ', 'ใน', 'การ', 'แข่งขัน', 'ของ', 'อุตสาหกรรม', 'ไทย', 'ด้วย', 'เทคโนโลยีสารสนเทศ', ' ', '(', 'ECIT', ' ', ':', ' ', 'Enhancing', ' ', 'SMEs', ' ', 'Competitiveness', ' ', 'Through', ' ', 'IT', ')']
878	878	879	ประกวดหนังสั้นและคลิปวีดีโอสำหรับเยาวชนโดยผ่านทาง www.thaitube.in.th	2553	5/13/2010	9/10/2010	ปิดโครงการ	อาจารย์	ประไพพิศ	มุทิตาเจริญ	สำนักงานส่งเสริมอุตสาหกรรมซอฟต์แวร์แห่งชาติ (องค์การมหาชน) (SIPA)	['ประกวด', 'หนัง', 'สั้น', 'และ', 'คลิป', 'วีดีโอ', 'สำหรับ', 'เยาวชน', 'โดย', 'ผ่าน', 'ทาง', ' ', 'www.thaitube.in.th']
879	879	880	Production of Bio-Hydrogenated Diesel and Bio-Jet Fuel Palm Oil and Development of Isomerization Catalyst	2553	11/2/2009	10/31/2011	อยู่ระหว่างดำเนินงาน	รองศาสตราจารย์ ดร.	ประภัสสร์	วังศกาญจน์	บริษัท ปตท. จำกัด (มหาชน)	['Production', ' ', 'of', ' ', 'Bio', '-', 'Hydrogenated', ' ', 'Diesel', ' ', 'and', ' ', 'Bio', '-', 'Jet', ' ', 'Fuel', ' ', 'Palm', ' ', 'Oil', ' ', 'and', ' ', 'Development', ' ', 'of', ' ', 'Isomerization', ' ', 'Catalyst']
880	880	881	ส่งเสริมและวัสดุอุปกรณ์เพื่อการอนุรักษ์พลังงาน	2553	7/20/2010	1/19/2012	อยู่ระหว่างดำเนินงาน	รองศาสตราจารย์ ดร.	ประภัสสร์	วังศกาญจน์	กรมพัฒนาพลังงานทดแทนและอนุรักษ์พลังงาน	['ส่งเสริม', 'และ', 'วัสดุ', 'อุปกรณ์', 'เพื่อ', 'การอนุรักษ์พลังงาน']
881	881	882	จัดการประชุมระดมสมองและสัมมนารับฟังความคิดเห็นของหน่วยราชการและภาคส่วนที่เกี่ยวข้องของไทยเกี่ยวกับภาพลักษณ์ของประเทศไทย	2553	4/1/2010	11/30/2010	ปิดโครงการ	รองศาสตราจารย์ ดร.	ประภัสสร์	เทพชาตรี	มูลนิธิไทย	['จัด', 'การ', 'ประชุม', 'ระดม', 'สมอง', 'และ', 'สัมมนา', 'รับฟัง', 'ความ', 'คิดเห็น', 'ของ', 'หน่วย', 'ราชการ', 'และ', 'ภาค', 'ส่วน', 'ที่', 'เกี่ยวข้อง', 'ของ', 'ไทย', 'เกี่ยว', 'กับ', 'ภาพลักษณ์', 'ของ', 'ประเทศไทย']
882	882	883	ติดตามประเมินผลการส่งเสริมการอนุรักษ์พลังงานแบบมีส่วนร่วม ปีงบประมาณ 2553	2553	1/13/2010	8/12/2010	ปิดโครงการ	รองศาสตราจารย์ ดร.	ประภัสสร์	วังศกาญจน์	กรมพัฒนาพลังงานทดแทนและอนุรักษ์พลังงาน	['ติดตาม', 'ประเมิน', 'ผล', 'การ', 'ส่งเสริม', 'การอนุรักษ์', 'พลังงาน', 'แบบ', 'มี', 'ส่วน', 'ร่วม', ' ', 'ปี', 'งบ', 'ประมาณ', ' ', '2553']
883	883	884	ฝึกอบรมบ่มเพาะหลักสูตร เสริมสร้างผู้ประกอบการใหม่ ปีงบประมาณ 2553	2553	2/5/2010	9/30/2010	ปิดโครงการ	ผู้ช่วยศาสตราจารย์	ปาริชาต	ชื่นวัฒนกุล	สำนักพัฒนาผู้ประกอบการ กรมส่งเสริมอุตสาหกรรม 	['ฝึกอบรม', 'บ่ม', 'เพาะ', 'หลักสูตร', ' ', 'เสริมสร้าง', 'ผู้', 'ประกอบ', 'การ', 'ใหม่', ' ', 'ปี', 'งบ', 'ประมาณ', ' ', '2553']
884	884	885	ติดตามประเมินผลการดำเนินงาน/โครงการ	2553	5/14/2010	11/10/2010	ปิดโครงการ	ผู้ช่วยศาสตราจารย์	ปาริชาต	ชื่นวัฒนกุล	สำนักงานปลัดกระทรวงอุตสาหกรรม	['ติดตาม', 'ประเมิน', 'ผล', 'การ', 'ดำเนิน', 'งาน', '/', 'โครงการ']
885	885	886	ศึกษาความเป็นไปได้เบื้องต้นและการประสานและบูรณาการการดำเนินงานของทุกภาคส่วนตามกรอบแนวคิดโครงการขอรับการสนับสนุนการลงทุนจากรัฐกาตาร์เพื่อการพัฒนาศักยภาพและยกระดับคุณภาพชีวิตของประชาชนในจังหวัดชายแดนภาคใต้	2553	6/23/2010	5/19/2011	ปิดโครงการ	ผู้ช่วยศาสตราจารย์	ปาริชาต	ชื่นวัฒนกุล	สำนักงานปลัดกระทรวงอุตสาหกรรม	['ศึกษา', 'ความ', 'เป็น', 'ไป', 'ได้', 'เบื้อง', 'ต้น', 'และ', 'การ', 'ประสาน', 'และ', 'บูรณาการ', 'การ', 'ดำเนิน', 'งาน', 'ของ', 'ทุก', 'ภาค', 'ส่วน', 'ตาม', 'กรอบ', 'แนว', 'คิด', 'โครงการ', 'ขอ', 'รับ', 'การ', 'สนับสนุน', 'การ', 'ลง', 'ทุน', 'จาก', 'รัฐกาตาร์', 'เพื่อ', 'การ', 'พัฒนา', 'ศักยภาพ', 'และ', 'ยก', 'ระดับ', 'คุณภาพ', 'ชีวิต', 'ของ', 'ประชาชน', 'ใน', 'จังหวัด', 'ชาย', 'แดน', 'ภาค', 'ใต้']
886	886	887	กิจกรรมเตรียมความพร้อมของกลุ่มประเมินศักยภาพภายใต้โครงการจัดทำฐานข้อมูลเพื่อการพัฒนาการรวมกลุ่มอุตสาหกรรม (Cluster) จังหวัดขอนแก่น	2553	6/19/2010	12/16/2010	ปิดโครงการ	ผู้ช่วยศาสตราจารย์	ปาริชาต	ชื่นวัฒนกุล	สำนักงานอุตสาหกรรมจังหวัดขอนแก่น	['กิจกรรม', 'เตรียม', 'ความ', 'พร้อม', 'ของ', 'กลุ่ม', 'ประเมิน', 'ศักยภาพ', 'ภาย', 'ใต้', 'โครงการ', 'จัดทำ', 'ฐาน', 'ข้อมูล', 'เพื่อ', 'การ', 'พัฒนาการ', 'รวม', 'กลุ่ม', 'อุตสาหกรรม', ' ', '(', 'Cluster', ')', ' ', 'จังหวัดขอนแก่น']
887	887	888	กิจกรรมเตรียมความพร้อมของกลุ่มประเมินศักยภาพภายใต้โครงการจัดทำฐานข้อมูลเพื่อการพัฒนาการรวมกลุ่มอุตสาหกรรม (Cluster) จังหวัดอุดรธานี	2553	6/21/2010	12/18/2010	ปิดโครงการ	ผู้ช่วยศาสตราจารย์	ปาริชาต	ชื่นวัฒนกุล	สำนักงานอุตสาหกรรมจังหวัดอุดรธานี	['กิจกรรม', 'เตรียม', 'ความ', 'พร้อม', 'ของ', 'กลุ่ม', 'ประเมิน', 'ศักยภาพ', 'ภาย', 'ใต้', 'โครงการ', 'จัดทำ', 'ฐาน', 'ข้อมูล', 'เพื่อ', 'การ', 'พัฒนาการ', 'รวม', 'กลุ่ม', 'อุตสาหกรรม', ' ', '(', 'Cluster', ')', ' ', 'จังหวัดอุดรธานี']
888	888	889	พัฒนาอุตสาหกรรมฮาลาล : ผลิตภัณฑ์เเพะและแกะครบวงจร	2553	9/14/2010	3/12/2011	ปิดโครงการ	ผู้ช่วยศาสตราจารย์	ปาริชาต	ชื่นวัฒนกุล	สำนักงานอุตสาหกรรมจังหวัดสงขลา	['พัฒนา', 'อุตสาหกรรม', 'ฮาลาล', ' ', ':', ' ', 'ผลิตภัณฑ์', 'เเพะ', 'และ', 'แกะครบ', 'วงจร']
889	889	890	กิจกรรมสร้างคุณค่าให้กับสินค้าและบริการ SMEs ในพื้นที่ภาคตะวันออกเฉียงเหนือ	2553	4/7/2010	9/30/2010	ปิดโครงการ	อาจารย์	ปิติพีร์	รวมเมฆ	สำนักงานส่งเสริมวิสาหกิจขนาดกลางและขนาดย่อม	['กิจกรรม', 'สร้าง', 'คุณค่า', 'ให้', 'กับ', 'สินค้า', 'และ', 'บริการ', ' ', 'SMEs', ' ', 'ใน', 'พื้นที่', 'ภาค', 'ตะวัน', 'ออก', 'เฉียง', 'เหนือ']
890	890	891	ส่งเสริมและชักจูงการลงทุนไทย-จีนประจำปี 2553	2553	11/6/2009	9/30/2010	ปิดโครงการ	รองศาสตราจารย์ ม.ร.ว.	พงษ์สวัสดิ์	สวัสดิวัตน์	สำนักงานคณะกรรมการส่งเสริมการลงทุน	['ส่งเสริม', 'และ', 'ชักจูง', 'การ', 'ลง', 'ทุน', 'ไทย', '-', 'จีน', 'ประจำ', 'ปี', ' ', '2553']
891	891	892	ศึกษากลยุทธ์การส่งเสริมความรู้ด้านมาตรฐานผลิตภัณฑ์อุตสาหกรรม สำนักงานมาตรฐานผลิตภัณฑ์อุตสาหกรรม	2553	8/11/2010	2/6/2011	ปิดโครงการ	ผู้ช่วยศาสตราจารย์ ดร.	พจนา	ธูปแก้ว	สำนักงานมาตรฐานผลิตภัณฑ์อุตสาหกรรม	['ศึกษา', 'กลยุทธ์', 'การ', 'ส่งเสริม', 'ความ', 'รู้', 'ด้าน', 'มาตรฐาน', 'ผลิตภัณฑ์', 'อุตสาหกรรม', ' ', 'สำนักงานมาตรฐาน', 'ผลิตภัณฑ์', 'อุตสาหกรรม']
892	892	893	พัฒนาทรัพยากรมนุษย์ กลุ่มสื่อสารสาธารณะและการยอมรับของประชาชน ปีที่ 2	2553	9/29/2010	5/27/2011	ปิดโครงการ	รองศาสตราจารย์ ดร.	พรทิพย์	พิมลสินธุ์	สำนักพัฒนาโครงการโรงไฟฟ้าพลังานนิวเคลียร์ (สพน.) สำนักงานปลัดกระทรวงพลังงาน	['พัฒนา', 'ทรัพยากร', 'มนุษย์', ' ', 'กลุ่ม', 'สื่อสาร', 'สาธารณะ', 'และ', 'การ', 'ยอม', 'รับ', 'ของ', 'ประชาชน', ' ', 'ปี', 'ที่', ' ', '2']
893	893	894	สำรวจทัศนคติและความพึงพอใจของผู้ใช้บริการ ภายในสวนหลวง ร.9 กรุงเทพมหานครปี 2553	2553	8/18/2010	11/15/2010	ปิดโครงการ	รองศาสตราจารย์ ดร.	พรทิพย์	พิมลสินธุ์	บริษัท ปตท. จำกัด (มหาชน)	['สำรวจ', 'ทัศนคติ', 'และ', 'ความ', 'พึงพอใจ', 'ของ', 'ผู้', 'ใช้', 'บริการ', ' ', 'ภาย', 'ใน', 'สวนหลวง', ' ', 'ร.9', ' ', 'กรุงเทพมหานคร', 'ปี', ' ', '2553']
894	894	895	การประเมินผลโครงการประชาสัมพันธ์เพื่อส่งเสริมการอนุรักษ์พลังงาน ปีงบประมาณ 2553	2553	9/30/2010	9/29/2011	อยู่ระหว่างดำเนินงาน	รองศาสตราจารย์ ดร.	พรทิพย์	พิมลสินธุ์	สำนักงานนโยบายและแผนพลังงาน	['การ', 'ประเมิน', 'ผล', 'โครงการ', 'ประชาสัมพันธ์', 'เพื่อ', 'ส่งเสริม', 'การอนุรักษ์', 'พลังงาน', ' ', 'ปี', 'งบ', 'ประมาณ', ' ', '2553']
895	895	896	จ้างที่ปรึกษาด้านเทคนิค (In-House Consultant) ประจำสำนักส่งเสริมการขนส่งทางน้ำและการพาณิชยนาวี สำหรับกิจการขนส่งทางน้ำและการพาณิชยนาวี (ระยะที่สาม)	2553	10/1/2010	5/29/2011	ปิดโครงการ	ศาสตราจารย์ ดร.	พรายพล	คุ้มทรัพย์	กรมเจ้าท่า	['จ้าง', 'ที่ปรึกษา', 'ด้าน', 'เทคนิค', ' ', '(', 'In', '-', 'House', ' ', 'Consultant', ')', ' ', 'ประจำ', 'สำนักส่งเสริมการ', 'ขนส่งทางน้ำ', 'และ', 'การ', 'พาณิชยนาวี', ' ', 'สำหรับ', 'กิจการ', 'ขนส่ง', 'ทางน้ำ', 'และ', 'การ', 'พาณิชยนาวี', ' ', '(', 'ระยะ', 'ที่', 'สาม', ')']
896	896	897	ศึกษาวิจัยเพื่อพัฒนาผู้บริหารทรัพย์สินเพื่อมุ่งสู่การเป็นวิชาชีพ	2553	9/20/2010	7/17/2011	อยู่ระหว่างดำเนินงาน	รองศาสตราจารย์	พัชรา	พัชราวนิช	การเคหะแห่งชาติ	['ศึกษา', 'วิจัย', 'เพื่อพัฒนา', 'ผู้', 'บริหาร', 'ทรัพย์สิน', 'เพื่อ', 'มุ่ง', 'สู่', 'การ', 'เป็น', 'วิชา', 'ชีพ']
897	897	898	โครงการ เรา... ร่วมสร้าง GEL	2553	3/3/2010	10/31/2010	ปิดโครงการ	รองศาสตราจารย์	พัชรา	พัชราวนิช	บริษัท เจนเนอรัล เอนจิเนียริ่ง จำกัด (มหาชน)	['โครงการ', ' ', 'เรา', '...', ' ', 'ร่วม', 'สร้าง', ' ', 'GEL']
898	898	899	วิจัยตลาดอสังหาริมทรัพย์เพื่อการท่องเที่ยวในจังหวัดระยอง	2553	3/8/2010	4/8/2010	ปิดโครงการ	รองศาสตราจารย์	พัชรา	พัชราวนิช	บริษัท ทีทีเอช แอนด์ซันส์ จำกัด	['วิจัย', 'ตลาด', 'อสังหาริมทรัพย์', 'เพื่อ', 'การ', 'ท่องเที่ยว', 'ใน', 'จังหวัดระยอง']
899	899	900	พัฒนาการบริหารจัดการเพื่อสร้างมูลค่าเชิงเศรษฐศาสตร์ (Economic Value Management) ระยะที่ 5 ปีงบประมาณ 2553	2553	4/23/2010	1/31/2011	ปิดโครงการ	รองศาสตราจารย์	พัชรา	พัชราวนิช	โรงงานยาสูบ	['พัฒนาการ', 'บริหารจัดการ', 'เพื่อ', 'สร้าง', 'มูลค่า', 'เชิง', 'เศรษฐศาสตร์', ' ', '(', 'Economic', ' ', 'Value', ' ', 'Management', ')', ' ', 'ระยะ', 'ที่', ' ', '5', ' ', 'ปี', 'งบ', 'ประมาณ', ' ', '2553']
900	900	901	โครงการ เรา...ร่วมสร้างยาสูบ ระยะที่ 2	2553	5/1/2010	7/31/2010	ปิดโครงการ	รองศาสตราจารย์	พัชรา	พัชราวนิช	โรงงานยาสูบ	['โครงการ', ' ', 'เรา', '...', 'ร่วม', 'สร้าง', 'ยาสูบ', ' ', 'ระยะ', 'ที่', ' ', '2']
901	901	902	สร้างภาพลักษณ์องค์กร	2553	8/6/2010	12/3/2010	อยู่ระหว่างดำเนินงาน	รองศาสตราจารย์	พัชรา	พัชราวนิช	โรงงานยาสูบ	['สร้าง', 'ภาพลักษณ์', 'องค์กร']
902	902	903	ศึกษาการบริหารทรัพยากรมนุษย์ในองค์กรปกครองส่วนท้องถิ่นเปรียบเทียบ ณ ประเทศญี่ปุ่น	2553	1/12/2010	2/11/2010	ปิดโครงการ	ผู้ช่วยศาสตราจารย์	พิจิตรา	ศุภสวัสดิ์กุล	สมาคมสันนิบาตเทศบาลแห่งประเทศไทย	['ศึกษา', 'การ', 'บริหาร', 'ทรัพยากร', 'มนุษย์', 'ใน', 'องค์กร', 'ปกครอง', 'ส่วนท้องถิ่น', 'เปรียบเทียบ', ' ', 'ณ', ' ', 'ประเทศญี่ปุ่น']
903	903	904	พัฒนาระบบฐานข้อมูลเพื่อการส่งเสริมการจัดการความรู้ด้านมาตรฐาน	2553	4/8/2010	11/3/2010	ปิดโครงการ	ผู้ช่วยศาสตราจารย์	พิจิตรา	ศุภสวัสดิ์กุล	สำนักงานมาตรฐานผลิตภัณฑ์อุตสาหกรรม	['พัฒนา', 'ระบบ', 'ฐาน', 'ข้อมูล', 'เพื่อ', 'การ', 'ส่งเสริม', 'การ', 'จัดการ', 'ความ', 'รู้', 'ด้าน', 'มาตรฐาน']
904	904	905	การสำรวจความคิดเห็นของผู้ใช้บริการดอนเมืองโทลล์เวย์ต่อการขึ้นค่าผ่านทาง	2553	11/2/2009	12/16/2009	ปิดโครงการ	รองศาสตราจารย์ ดร.	เพ็ญแข	ศิริวรรณ	บริษัท ทางยกระดับดอนเมือง จำกัด (มหาชน)	['การ', 'สำรวจ', 'ความ', 'คิดเห็น', 'ของ', 'ผู้', 'ใช้', 'บริการ', 'ดอนเมือง', 'โทลล์เวย์', 'ต่อ', 'การ', 'ขึ้น', 'ค่า', 'ผ่าน', 'ทาง']
905	905	906	พัฒนาการจัดทำดัชนีอุตสาหกรรมและการบริการ ปี 2553	2553	1/22/2010	11/21/2010	ปิดโครงการ	รองศาสตราจารย์ ดร.	เพ็ญแข	ศิริวรรณ	สำนักงานเศรษฐกิจอุตสาหกรรม	['พัฒนา', 'การ', 'จัดทำ', 'ดัชนี', 'อุตสาหกรรม', 'และ', 'การ', 'บริการ', ' ', 'ปี', ' ', '2553']
906	906	907	สำรวจความพึงพอใจต่อการให้บริการบนทางหลวงพิเศษหมายเลข 7 และหมายเลข 9	2553	4/21/2010	10/17/2010	ปิดโครงการ	รองศาสตราจารย์ ดร.	เพ็ญแข	ศิริวรรณ	กองทางหลวงพิเศษระหว่างเมือง กรมทางหลวง	['สำรวจ', 'ความ', 'พึงพอใจ', 'ต่อ', 'การ', 'ให้', 'บริการ', 'บนทาง', 'หลวงพิเศษ', 'หมายเลข', ' ', '7', ' ', 'และ', 'หมายเลข', ' ', '9']
907	907	908	การศึกษาและจัดทำผลกระทบสิ่งแวดล้อมและสุขภาพจากโครงการอุตสาหกรรมปิโตรเคมีในนิคมอุตสาหกรรมเอเชียและมาบตาพุด	2553	1/4/2010	12/30/2010	ปิดโครงการ	ผู้ช่วยศาสตราจารย์ ดร.	เพ็ญศรี	วัจฉละญาณ	บริษัท ยูไนเต็ด แอนนาลิสต์ แอนด์ เอ็นจิเนียริ่ง คอนซัลแตนท์ จำกัด 	['การ', 'ศึกษา', 'และ', 'จัดทำ', 'ผล', 'กระทบ', 'สิ่ง', 'แวดล้อม', 'และ', 'สุขภาพ', 'จาก', 'โครงการ', 'อุตสาหกรรม', 'ปิโตรเคมี', 'ใน', 'นิคม', 'อุตสาหกรรม', 'เอเชีย', 'และ', 'มาบ', 'ตาพุด']
908	908	909	เรื่อง การยกระดับชุมชนต้นแบบในการพัฒนาเศรษฐกิจสังคมฐานความรู้เป็นศูนย์การเรียนรู้ และการขยายเครือข่ายชุมชนฯ กลุ่มที่ 3	2553	3/13/2010	3/12/2011	ปิดโครงการ	รองศาสตราจารย์ ดร.	ไพโชค	ปัญจะ	สำนักงานคณะกรรมการวิจัยแห่งชาติ(วช.)	['เรื่อง', ' ', 'การ', 'ยก', 'ระดับ', 'ชุมชน', 'ต้น', 'แบบ', 'ใน', 'การ', 'พัฒนา', 'เศรษฐกิจ', 'สังคมฐาน', 'ความ', 'รู้', 'เป็น', 'ศูนย์', 'การ', 'เรียนรู้', ' ', 'และ', 'การ', 'ขยาย', 'เครือข่าย', 'ชุมชนฯ', ' ', 'กลุ่ม', 'ที่', ' ', '3']
909	909	910	การจัดทำบรรณานุกรมงานวิจัยด้านสตรี	2553	5/31/2010	10/27/2010	ปิดโครงการ	รองศาสตราจารย์ ดร.	ภาวดี	ทองอุไทย	สำนักงานกิจการสตรีและสถาบันครอบครัว	['การ', 'จัดทำ', 'บรรณานุกรม', 'งาน', 'วิจัย', 'ด้าน', 'สตรี']
910	910	911	การสังเคราะห์งานวิจัยที่เกี่ยวข้องกับบทบาท สถานภาพสตรีและความเสมอภาคระหว่างหญิงชาย	2553	6/22/2010	12/19/2010	ปิดโครงการ	รองศาสตราจารย์ ดร.	ภาวดี	ทองอุไทย	สำนักงานกิจการสตรีและสถาบันครอบครัว	['การ', 'สังเคราะห์', 'งาน', 'วิจัย', 'ที่', 'เกี่ยวข้อง', 'กับ', 'บทบาท', ' ', 'สถานภาพ', 'สตรี', 'และ', 'ความ', 'เสมอภาค', 'ระหว่าง', 'หญิง', 'ชาย']
911	911	912	สัมมนาผู้บริหารระดับสูง หลักสูตร การพัฒนาภาวะผู้นำเพื่อความเป็นเลิศอย่างยั่งยืน	2553	7/16/2010	9/11/2010	ปิดโครงการ	ผู้ช่วยศาสตราจารย์ ดร.	เมธาวุฒิ	พีรพรวิทูร	การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย	['สัมมนา', 'ผู้', 'บริหาร', 'ระดับ', 'สูง', ' ', 'หลักสูตร', ' ', 'การ', 'พัฒนา', 'ภาวะ', 'ผู้', 'นำ', 'เพื่อ', 'ความ', 'เป็น', 'เลิศ', 'อย่าง', 'ยั่งยืน']
912	912	913	อบรมหลักสูตร พัฒนามาตรฐานวิชาชีพผู้จัดการนิติบุคคลอาคารชุด และนิติบุคคลหมู่บ้านจัดสรร (TU-PMC)	2553	12/14/2009	1/16/2010	ปิดโครงการ	รองศาสตราจารย์	เยาวมาลย์	เมธาภิรักษ์	สมาคมบริหารทรัพย์สินแห่งประเทศไทย	['อบรม', 'หลักสูตร', ' ', 'พัฒนามาตรฐาน', 'วิชา', 'ชีพ', 'ผู้', 'จัดการ', 'นิติบุคคล', 'อาคาร', 'ชุด', ' ', 'และ', 'นิติบุคคล', 'หมู่', 'บ้าน', 'จัดสรร', ' ', '(', 'TU-PMC', ')']
